,,Time_0,Time_1
seven,<pad>,7.576827e-05,2.5349236e-06
seven,one,0.014516588,0.00021923799
seven,two,0.0018610272,2.0041933e-05
seven,three,0.0017284417,1.5756992e-05
seven,four,0.0034985943,6.286919e-05
seven,five,0.0015336155,8.7577855e-06
seven,six,0.0005142039,4.7674366e-06
seven,seven,0.95951587,0.0002465521
seven,eight,0.0026450038,1.7062463e-05
seven,nine,0.0002654285,1.4363936e-05
seven,ten,0.0001152833,1.4636383e-06
seven,eleven,0.00029589768,1.5732406e-06
seven,twelve,7.4605894e-05,4.4082685e-07
seven,thirteen,2.5473078e-05,8.033334e-07
seven,fourteen,0.0010681254,9.52088e-07
seven,fifteen,0.00057587423,1.2453318e-05
seven,sixteen,0.00032750124,4.5430716e-06
seven,seventeen,8.81654e-05,6.283718e-07
seven,eighteen,4.0224913e-05,7.173774e-07
seven,nineteen,0.0005897969,3.2696128e-06
seven,twenty,0.0024353187,2.1271386e-05
seven,thirty,0.0006095018,2.0277717e-05
seven,forty,0.00071224826,1.1255132e-05
seven,fifty,0.0001468183,2.2375181e-05
seven,sixty,0.00030509752,1.7348008e-05
seven,seventy,0.00054778554,2.6357566e-05
seven,eighty,0.0005293242,4.9606506e-06
seven,ninety,2.732732e-05,1.6590068e-06
seven,hundred,0.00045482296,8.598593e-05
seven,thousand,0.00018368449,5.9722106e-06
seven,<unk>,4.7952253e-05,1.9564961e-06
seven,<start>,6.901662e-05,1.3474181e-06
seven,<end>,0.0045753745,0.9991405
eighteen,<pad>,0.00073536887,7.945143e-06
eighteen,one,0.14053391,0.0003438809
eighteen,two,0.024954379,0.000104967316
eighteen,three,0.0028884,2.0056665e-05
eighteen,four,0.020973716,9.673409e-05
eighteen,five,0.003681402,4.4298693e-05
eighteen,six,0.10366719,0.00017209409
eighteen,seven,0.013130757,3.853622e-05
eighteen,eight,0.19669674,0.00022821473
eighteen,nine,0.045941673,0.00016672503
eighteen,ten,0.00093827327,6.385399e-06
eighteen,eleven,0.0022744508,4.840917e-06
eighteen,twelve,0.0021055695,1.9814804e-06
eighteen,thirteen,0.0004709528,2.8378117e-06
eighteen,fourteen,0.00845923,6.7069955e-06
eighteen,fifteen,0.010715005,4.8612157e-05
eighteen,sixteen,0.031311724,7.525931e-05
eighteen,seventeen,0.0023195483,2.510288e-06
eighteen,eighteen,0.0012988847,3.6595948e-06
eighteen,nineteen,0.021028709,2.6670004e-05
eighteen,twenty,0.005859042,5.5077275e-05
eighteen,thirty,0.005735127,6.375424e-05
eighteen,forty,0.007925045,6.0036527e-05
eighteen,fifty,0.00064739253,4.0455885e-05
eighteen,sixty,0.017730309,0.0001540191
eighteen,seventy,0.009138733,0.00018822339
eighteen,eighty,0.27531663,0.00016135629
eighteen,ninety,0.0008692112,5.888534e-06
eighteen,hundred,0.017002415,0.0027954322
eighteen,thousand,0.0066673504,0.00012755231
eighteen,<unk>,0.0012649294,8.754531e-06
eighteen,<start>,0.0016563917,8.640515e-06
eighteen,<end>,0.016061485,0.99492776
