,,Time_0,Time_1,Time_2
seventeen,<pad>,0.029797457,0.032696344,
seventeen,one,0.024139727,0.024648786,
seventeen,two,0.025525635,0.027619034,
seventeen,three,0.017954083,0.020181393,
seventeen,four,0.023198087,0.021089826,
seventeen,five,0.029334303,0.029648595,
seventeen,six,0.035282824,0.036723126,
seventeen,seven,0.05004111,0.04385432,
seventeen,eight,0.028754968,0.027656622,
seventeen,nine,0.028681263,0.030205159,
seventeen,ten,0.026671613,0.026516933,
seventeen,eleven,0.032169085,0.026276438,
seventeen,twelve,0.026647635,0.030388173,
seventeen,thirteen,0.028187163,0.02470962,
seventeen,fourteen,0.029250339,0.03287427,
seventeen,fifteen,0.045511376,0.037108388,
seventeen,sixteen,0.026854405,0.028709412,
seventeen,seventeen,0.033269316,0.0368044,
seventeen,eighteen,0.0262666,0.027198832,
seventeen,nineteen,0.032362808,0.03133599,
seventeen,twenty,0.026642447,0.028257877,
seventeen,thirty,0.028089054,0.03250581,
seventeen,forty,0.03106046,0.027797306,
seventeen,fifty,0.036882848,0.033363573,
seventeen,sixty,0.031029675,0.026720477,
seventeen,seventy,0.03216332,0.03155023,
seventeen,eighty,0.03386884,0.03800583,
seventeen,ninety,0.025569214,0.028825691,
seventeen,hundred,0.033068445,0.03938213,
seventeen,thousand,0.03567206,0.03206008,
seventeen,<unk>,0.034193642,0.028311761,
seventeen,<start>,0.028068844,0.031162497,
seventeen,<end>,0.023791358,0.025811233,
twenty one,<pad>,0.029113108,0.0315227,0.032698095
twenty one,one,0.024297604,0.026052047,0.027447656
twenty one,two,0.026992626,0.029070407,0.029669588
twenty one,three,0.018778456,0.020786602,0.022164926
twenty one,four,0.024138544,0.02196747,0.020889068
twenty one,five,0.030421557,0.030826064,0.030659309
twenty one,six,0.03564264,0.036943596,0.037947685
twenty one,seven,0.04687455,0.040551357,0.036957797
twenty one,eight,0.03069285,0.03137727,0.030850783
twenty one,nine,0.02704322,0.027347237,0.027553115
twenty one,ten,0.025629487,0.02493533,0.02456823
twenty one,eleven,0.031336173,0.027572772,0.02565009
twenty one,twelve,0.029470209,0.03124416,0.032827914
twenty one,thirteen,0.026239498,0.02318089,0.021812372
twenty one,fourteen,0.027987583,0.030957598,0.03257896
twenty one,fifteen,0.041188236,0.035847828,0.03300932
twenty one,sixteen,0.027166957,0.029874912,0.031263664
twenty one,seventeen,0.02962387,0.033754166,0.035289284
twenty one,eighteen,0.028116075,0.028654989,0.02862903
twenty one,nineteen,0.03082657,0.030424368,0.030803166
twenty one,twenty,0.026499119,0.026407996,0.025811944
twenty one,thirty,0.029422436,0.031076254,0.031638067
twenty one,forty,0.03204813,0.02731905,0.025177455
twenty one,fifty,0.033456236,0.031785622,0.031078484
twenty one,sixty,0.034112334,0.029451938,0.02802198
twenty one,seventy,0.033292003,0.033544127,0.033774488
twenty one,eighty,0.0339211,0.038917925,0.041005414
twenty one,ninety,0.02899553,0.032215923,0.033771455
twenty one,hundred,0.030899866,0.034383852,0.036129676
twenty one,thousand,0.03552059,0.03227337,0.030826993
twenty one,<unk>,0.036132578,0.0301358,0.027542952
twenty one,<start>,0.02823188,0.030965656,0.032069508
twenty one,<end>,0.025888423,0.028630752,0.02988149
