,,Time_0,Time_1
six,<pad>,0.03248197,0.030806353
six,one,0.030272344,0.028164137
six,two,0.025833866,0.023973351
six,three,0.028824322,0.03149451
six,four,0.025968611,0.03024059
six,five,0.025157247,0.024473239
six,six,0.036548108,0.03478094
six,seven,0.027343443,0.028597709
six,eight,0.032690726,0.032501902
six,nine,0.031401467,0.030487737
six,ten,0.030334348,0.028920077
six,eleven,0.036612395,0.03753648
six,twelve,0.030198285,0.025255866
six,thirteen,0.026701624,0.026531382
six,fourteen,0.033133954,0.03488485
six,fifteen,0.029986309,0.031121286
six,sixteen,0.022374434,0.02280454
six,seventeen,0.04578555,0.044280693
six,eighteen,0.02946681,0.025973577
six,nineteen,0.0325647,0.03504722
six,twenty,0.027426345,0.026122363
six,thirty,0.023569908,0.02714524
six,forty,0.03237373,0.032621466
six,fifty,0.023824835,0.02748795
six,sixty,0.028934136,0.03006213
six,seventy,0.03192598,0.027965026
six,eighty,0.034198355,0.036785096
six,ninety,0.02652075,0.025783816
six,hundred,0.023488326,0.022714442
six,thousand,0.036968455,0.037178773
six,<unk>,0.036566783,0.038944058
six,<start>,0.031047642,0.031109747
six,<end>,0.029474221,0.028203385
thirteen,<pad>,0.035474043,0.033204902
thirteen,one,0.033109564,0.03375878
thirteen,two,0.02089369,0.020350786
thirteen,three,0.027959028,0.0297842
thirteen,four,0.025940293,0.029479355
thirteen,five,0.032292634,0.030266747
thirteen,six,0.029917575,0.02984184
thirteen,seven,0.02868318,0.029873151
thirteen,eight,0.036809813,0.035415657
thirteen,nine,0.03368059,0.031416148
thirteen,ten,0.031933103,0.029699601
thirteen,eleven,0.030872721,0.034092993
thirteen,twelve,0.030484749,0.027011452
thirteen,thirteen,0.02882359,0.029656554
thirteen,fourteen,0.037389316,0.037094943
thirteen,fifteen,0.029484736,0.031537715
thirteen,sixteen,0.023511998,0.022823615
thirteen,seventeen,0.03661657,0.036381952
thirteen,eighteen,0.031697605,0.028885834
thirteen,nineteen,0.028719883,0.02778671
thirteen,twenty,0.029420543,0.028747179
thirteen,thirty,0.021143151,0.023153458
thirteen,forty,0.032406773,0.03489165
thirteen,fifty,0.024771301,0.027337652
thirteen,sixty,0.027938481,0.028627008
thirteen,seventy,0.03390477,0.03064724
thirteen,eighty,0.036840316,0.03740129
thirteen,ninety,0.026787465,0.024713352
thirteen,hundred,0.025946105,0.023948362
thirteen,thousand,0.034073442,0.035490982
thirteen,<unk>,0.03614984,0.041032277
thirteen,<start>,0.02715214,0.02777099
thirteen,<end>,0.029170863,0.027875628
