,,Time_0,Time_1,Time_2,Time_3
eighty five,<pad>,0.0300972,0.03163868,0.03196016,
eighty five,one,0.029357566,0.03108856,0.0315094,
eighty five,two,0.023621537,0.024197504,0.024729544,
eighty five,three,0.031645816,0.032248955,0.032860126,
eighty five,four,0.030684063,0.027427938,0.026116556,
eighty five,five,0.029031876,0.03051511,0.03156581,
eighty five,six,0.036385592,0.039562896,0.04075885,
eighty five,seven,0.032442313,0.031620312,0.030556291,
eighty five,eight,0.02984381,0.02685717,0.025663922,
eighty five,nine,0.02615953,0.029236866,0.030842045,
eighty five,ten,0.03566719,0.0353378,0.03550959,
eighty five,eleven,0.033206213,0.034374915,0.034344416,
eighty five,twelve,0.031138409,0.029573275,0.028716983,
eighty five,thirteen,0.02898999,0.03090899,0.031839367,
eighty five,fourteen,0.032147728,0.03624845,0.03911418,
eighty five,fifteen,0.021552084,0.020612964,0.02010956,
eighty five,sixteen,0.032312304,0.031545408,0.03155015,
eighty five,seventeen,0.03396666,0.029442355,0.027827673,
eighty five,eighteen,0.030208914,0.030947957,0.03144464,
eighty five,nineteen,0.031381473,0.03308611,0.03326985,
eighty five,twenty,0.028549809,0.028207662,0.027535044,
eighty five,thirty,0.022799697,0.024281822,0.025133027,
eighty five,forty,0.02548923,0.025831187,0.025942758,
eighty five,fifty,0.02937825,0.028627373,0.027763166,
eighty five,sixty,0.030474432,0.027201012,0.024935776,
eighty five,seventy,0.020592228,0.022814883,0.02414158,
eighty five,eighty,0.041129928,0.040853318,0.040073883,
eighty five,ninety,0.031416304,0.033325687,0.03447932,
eighty five,hundred,0.027292661,0.028731465,0.029317105,
eighty five,thousand,0.029283607,0.03140307,0.03238209,
eighty five,<unk>,0.03316823,0.03088827,0.02999422,
eighty five,<start>,0.037792854,0.03136834,0.028615912,
eighty five,<end>,0.032792456,0.029993704,0.02939724,
eight hundred fifty,<pad>,0.028188711,0.029444247,0.029650906,0.029509023
eight hundred fifty,one,0.03259719,0.032622654,0.032204844,0.03177178
eight hundred fifty,two,0.0246798,0.025365258,0.026021386,0.026483875
eight hundred fifty,three,0.030937567,0.031866394,0.03237203,0.032533117
eight hundred fifty,four,0.032308627,0.029604143,0.028355332,0.027785484
eight hundred fifty,five,0.027204603,0.027650716,0.028189082,0.028558804
eight hundred fifty,six,0.03491913,0.036624435,0.03724554,0.0375981
eight hundred fifty,seven,0.032235514,0.033075884,0.033221737,0.033211246
eight hundred fifty,eight,0.028901855,0.026184825,0.025252836,0.024951601
eight hundred fifty,nine,0.025207326,0.026795678,0.02741991,0.027699905
eight hundred fifty,ten,0.033859007,0.034204457,0.035088684,0.0358294
eight hundred fifty,eleven,0.03393066,0.03504614,0.034613606,0.033926584
eight hundred fifty,twelve,0.03064771,0.029350968,0.028638693,0.028171029
eight hundred fifty,thirteen,0.031513102,0.03247984,0.03292146,0.03316168
eight hundred fifty,fourteen,0.032281976,0.035795867,0.03825172,0.03994399
eight hundred fifty,fifteen,0.023899943,0.022696957,0.02192124,0.02140669
eight hundred fifty,sixteen,0.032270562,0.031337857,0.03121928,0.03130278
eight hundred fifty,seventeen,0.031335924,0.0281051,0.026679194,0.025930785
eight hundred fifty,eighteen,0.028426029,0.029984497,0.030872887,0.03125883
eight hundred fifty,nineteen,0.03239689,0.033422444,0.033471484,0.03338951
eight hundred fifty,twenty,0.03138535,0.031866662,0.031889595,0.03173364
eight hundred fifty,thirty,0.023298083,0.025271604,0.02616487,0.026679138
eight hundred fifty,forty,0.024556331,0.024671635,0.024525668,0.024397792
eight hundred fifty,fifty,0.029405179,0.029579263,0.029403187,0.029161705
eight hundred fifty,sixty,0.028230583,0.02568755,0.024129057,0.02340341
eight hundred fifty,seventy,0.02308956,0.023916379,0.024474919,0.024784587
eight hundred fifty,eighty,0.035486657,0.034552578,0.03382044,0.03340685
eight hundred fifty,ninety,0.030592756,0.032615963,0.03390192,0.0347221
eight hundred fifty,hundred,0.02908653,0.030838612,0.031259704,0.031228878
eight hundred fifty,thousand,0.029185005,0.030922888,0.031608403,0.032033212
eight hundred fifty,<unk>,0.03457296,0.03219164,0.03156579,0.031521015
eight hundred fifty,<start>,0.03996148,0.034511887,0.032222047,0.030987453
eight hundred fifty,<end>,0.0334075,0.0317149,0.031422462,0.031516194
