,,Time_0,Time_1,Time_2,Time_3,Time_4
five hundred sixty seven,<pad>,0.03176849,0.031243889,0.030947955,0.030758042,0.030624006
five hundred sixty seven,one,0.028543817,0.028738517,0.02905287,0.029298792,0.029452378
five hundred sixty seven,two,0.030522067,0.031547636,0.031153005,0.030545097,0.030024068
five hundred sixty seven,three,0.032009445,0.036871146,0.03856059,0.039129827,0.03924739
five hundred sixty seven,four,0.027864948,0.027889134,0.028025093,0.028152209,0.028285097
five hundred sixty seven,five,0.039880395,0.039812215,0.03993716,0.040024545,0.040060263
five hundred sixty seven,six,0.026042577,0.025938533,0.025917962,0.02585044,0.02579352
five hundred sixty seven,seven,0.027637025,0.030635199,0.03209034,0.03279644,0.033141434
five hundred sixty seven,eight,0.021340627,0.023366682,0.024466958,0.025000902,0.025251666
five hundred sixty seven,nine,0.030725338,0.03540099,0.0377523,0.038873225,0.039371923
five hundred sixty seven,ten,0.03001133,0.029535424,0.028787816,0.028248651,0.027911542
five hundred sixty seven,eleven,0.02428794,0.023748115,0.023395844,0.023274735,0.023248328
five hundred sixty seven,twelve,0.033722024,0.035021283,0.035687316,0.036067124,0.03631297
five hundred sixty seven,thirteen,0.03693913,0.036490545,0.03685237,0.037348237,0.03780487
five hundred sixty seven,fourteen,0.029169666,0.03151846,0.032514907,0.033012476,0.033266567
five hundred sixty seven,fifteen,0.03059147,0.03090854,0.030713608,0.03047291,0.03026548
five hundred sixty seven,sixteen,0.02381024,0.024743088,0.025302686,0.025590599,0.025767803
five hundred sixty seven,seventeen,0.036373317,0.03783819,0.03830081,0.038510427,0.038554315
five hundred sixty seven,eighteen,0.031836115,0.02703879,0.025100496,0.024256907,0.023853552
five hundred sixty seven,nineteen,0.028314698,0.026757205,0.026363423,0.026377788,0.02651273
five hundred sixty seven,twenty,0.035306074,0.035587702,0.03494408,0.03439256,0.034003597
five hundred sixty seven,thirty,0.030070204,0.02682752,0.025483314,0.024782276,0.02438882
five hundred sixty seven,forty,0.032212127,0.029426606,0.028282506,0.027801597,0.027607016
five hundred sixty seven,fifty,0.035829477,0.03842044,0.040340647,0.041675113,0.042577565
five hundred sixty seven,sixty,0.027661955,0.030051645,0.031246712,0.03185717,0.032182965
five hundred sixty seven,seventy,0.03614254,0.033143178,0.031729147,0.031159934,0.030943457
five hundred sixty seven,eighty,0.024138961,0.023483945,0.02351254,0.023604237,0.02368835
five hundred sixty seven,ninety,0.029914573,0.027577305,0.026827196,0.026559785,0.026468068
five hundred sixty seven,hundred,0.027315471,0.025991058,0.02503085,0.024322666,0.02382606
five hundred sixty seven,thousand,0.028999373,0.025578367,0.02409348,0.023436587,0.023157384
five hundred sixty seven,<unk>,0.029915385,0.030576896,0.030674547,0.030521052,0.030363673
five hundred sixty seven,<start>,0.02786,0.025291206,0.024304602,0.023993308,0.023937661
five hundred sixty seven,<end>,0.033243187,0.033000484,0.032607112,0.03230441,0.032105356
five hundred seventy six,<pad>,0.03213669,0.030572945,0.029895762,0.029574726,0.0294056
five hundred seventy six,one,0.03036458,0.028710565,0.02817713,0.02799081,0.027919678
five hundred seventy six,two,0.03051998,0.031386256,0.030828731,0.030169219,0.02964038
five hundred seventy six,three,0.032359224,0.037582804,0.039450876,0.04007209,0.040184323
five hundred seventy six,four,0.026678126,0.027046543,0.027297327,0.027523741,0.027737748
five hundred seventy six,five,0.039300572,0.03885351,0.038696755,0.038588073,0.038518824
five hundred seventy six,six,0.024740307,0.024879755,0.025001021,0.024988012,0.024941036
five hundred seventy six,seven,0.026950343,0.03198231,0.03491618,0.03654844,0.037464514
five hundred seventy six,eight,0.019782834,0.02162102,0.022517413,0.022944972,0.023151709
five hundred seventy six,nine,0.030119343,0.034872413,0.037247717,0.03835216,0.03882342
five hundred seventy six,ten,0.029539533,0.030362977,0.030207297,0.029964637,0.029797733
five hundred seventy six,eleven,0.024390291,0.023126228,0.022602145,0.022402082,0.022334412
five hundred seventy six,twelve,0.035304826,0.037624378,0.038825147,0.039556712,0.04005044
five hundred seventy six,thirteen,0.037896976,0.036951873,0.036903776,0.037190095,0.03754656
five hundred seventy six,fourteen,0.029100884,0.032528862,0.033939462,0.03462049,0.034933712
five hundred seventy six,fifteen,0.031475287,0.030813372,0.030134209,0.029621473,0.029251685
five hundred seventy six,sixteen,0.022990363,0.023147559,0.023342608,0.023508761,0.023654351
five hundred seventy six,seventeen,0.035329193,0.03772349,0.038626842,0.039108418,0.039333295
five hundred seventy six,eighteen,0.030187258,0.025000114,0.022899367,0.021970712,0.021517487
five hundred seventy six,nineteen,0.028436637,0.02749513,0.027293725,0.027413059,0.02760007
