,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,four hundred,1.png,eight hundred and seven,two hundred,True,78,807,400,200
1,sixty four,2.png,four hundred and,3.png,six hundred and four,two hundred and,True,64,604,400,200
2,eighty five,4.png,two hundred,5.png,eight hundred and fifty,two hundred,True,85,850,200,200
3,thirty six,6.png,two hundred,7.png,three hundred and six,two hundred and,False,36,306,200,200
4,twelve,8.png,one hundred and,9.png,twenty two,two hundred and,True,12,22,100,200
5,four hundred,10.png,two hundred and,11.png,four thousand,two hundred and,True,400,4000,200,200
6,seventy six,12.png,four hundred and,13.png,seven hundred and sixty,two hundred,False,76,760,400,200
7,thirty one,14.png,one hundred and,15.png,three hundred and one,two hundred and,True,31,301,100,200
8,eighty nine,16.png,two hundred,17.png,eight hundred and nine,two hundred,True,89,809,200,200
9,three hundred and seven,18.png,two hundred and,19.png,three hundred and sixty seven,two hundred and,False,307,367,200,200
10,thirteen,20.png,one hundred,21.png,forty two,four hundred and,True,13,42,100,400
11,five hundred and eight,22.png,two hundred,23.png,five hundred and eighty,two hundred and,False,508,580,200,200
12,two thousand and three,24.png,two hundred and,25.png,two thousand and thirty,two hundred,True,2003,2030,200,200
13,three hundred and six,26.png,two hundred and,27.png,three hundred and sixty,two hundred and,True,306,360,200,200
14,seven,28.png,one,29.png,eighteen,one hundred,True,7,18,1,100
15,five,30.png,two,31.png,eight,two,True,5,8,2,2
16,five hundred,32.png,two hundred and,33.png,five thousand,two hundred,True,500,5000,200,200
17,thirty six,34.png,two hundred,35.png,five hundred and nine,two hundred and,False,36,509,200,200
18,forty two,36.png,four hundred and,37.png,four hundred and twenty,four hundred and,False,42,420,400,400
19,twenty seven,38.png,two hundred,39.png,two hundred and seven,two hundred,True,27,207,200,200
20,six hundred and eight,40.png,two hundred,41.png,six hundred and fifty eight,two hundred,False,608,658,200,200
21,seventeen,42.png,one hundred,43.png,twenty eight,two hundred,True,17,28,100,200
22,five hundred and sixty seven,44.png,two hundred and,45.png,five hundred and seventy six,two hundred and,False,567,576,200,200
23,one,46.png,one,47.png,nine,two,True,1,9,1,2
