,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,eighty,1.png,eight hundred and seven,six hundred and two,True,78,807,80,602
1,sixty four,2.png,twenty,3.png,six hundred and four,six hundred and twenty,True,64,604,20,620
2,eighty five,4.png,eighty,5.png,eight hundred and fifty,two hundred and fifty,True,85,850,80,250
3,thirty six,6.png,thirty,7.png,three hundred and six,three hundred and sixty,True,36,306,30,360
4,twelve,8.png,<unk>,9.png,twenty two,two hundred and,True,12,22,N/A,200
5,four hundred,10.png,four hundred and seventy,11.png,four thousand,four thousand,True,400,4000,470,4000
6,seventy six,12.png,sixty,13.png,seven hundred and sixty,two hundred and sixty,True,76,760,60,260
7,thirty one,14.png,three hundred,15.png,three hundred and one,three hundred and twenty,True,31,301,300,320
8,eighty nine,16.png,eighty,17.png,eight hundred and nine,six hundred and,True,89,809,80,600
9,three hundred and seven,18.png,three hundred and two,19.png,three hundred and sixty seven,three hundred and sixty,True,307,367,302,360
10,thirteen,20.png,<unk>,21.png,forty two,forty,True,13,42,N/A,40
11,five hundred and eight,22.png,five hundred and twenty,23.png,five hundred and eighty,five hundred and fifty,True,508,580,520,550
12,two thousand and three,24.png,two thousand and twenty,25.png,two thousand and thirty,two thousand and,False,2003,2030,2020,2000
13,three hundred and six,26.png,three hundred and sixty,27.png,three hundred and sixty,three hundred and sixty,True,306,360,360,360
14,seven,28.png,seven,29.png,eighteen,<unk>,True,7,18,7,N/A
15,five,30.png,five,31.png,eight,eight,True,5,8,5,8
16,five hundred,32.png,five hundred and seventy,33.png,five thousand,three thousand,True,500,5000,570,3000
17,thirty six,34.png,thirty,35.png,five hundred and nine,five hundred and twenty,True,36,509,30,520
18,forty two,36.png,forty,37.png,four hundred and twenty,four hundred and twenty,True,42,420,40,420
19,twenty seven,38.png,twenty hundred and,39.png,two hundred and seven,two hundred and two,True,27,207,2000,202
20,six hundred and eight,40.png,six hundred and sixty,41.png,six hundred and fifty eight,six hundred and fifty,True,608,658,660,650
21,seventeen,42.png,<unk>,43.png,twenty eight,eighty,True,17,28,N/A,80
22,five hundred and sixty seven,44.png,five hundred and sixty,45.png,five hundred and seventy six,five hundred and seventy,True,567,576,560,570
23,one,46.png,one,47.png,nine,nine,True,1,9,1,9
