,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,eight,1.png,eight hundred and seven,two hundred and,True,78,807,8,200
1,sixty four,2.png,<unk>,3.png,six hundred and four,six hundred and,True,64,604,N/A,600
2,eighty five,4.png,eighty,5.png,eight hundred and fifty,two hundred and,True,85,850,80,200
3,thirty six,6.png,thirty,7.png,three hundred and six,three hundred and,True,36,306,30,300
4,twelve,8.png,one,9.png,twenty two,two hundred and,True,12,22,1,200
5,four hundred,10.png,four hundred and,11.png,four thousand,four thousand,True,400,4000,400,4000
6,seventy six,12.png,<unk>,13.png,seven hundred and sixty,two hundred and sixty,True,76,760,N/A,260
7,thirty one,14.png,thirty,15.png,three hundred and one,three hundred and,True,31,301,30,300
8,eighty nine,16.png,eighty,17.png,eight hundred and nine,two hundred and,True,89,809,80,200
9,three hundred and seven,18.png,three hundred and,19.png,three hundred and sixty seven,three hundred and sixty,True,307,367,300,360
10,thirteen,20.png,fifteen,21.png,forty two,four four,True,13,42,15,8
11,five hundred and eight,22.png,five hundred and,23.png,five hundred and eighty,five hundred and,False,508,580,500,500
12,two thousand and three,24.png,two thousand and two,25.png,two thousand and thirty,two thousand and two,True,2003,2030,2002,2002
13,three hundred and six,26.png,three hundred and,27.png,three hundred and sixty,three hundred and sixty,True,306,360,300,360
14,seven,28.png,seven,29.png,eighteen,eighty,True,7,18,7,80
15,five,30.png,five,31.png,eight,eight,True,5,8,5,8
16,five hundred,32.png,five hundred and,33.png,five thousand,three thousand,True,500,5000,500,3000
17,thirty six,34.png,thirty,35.png,five hundred and nine,five hundred and,True,36,509,30,500
18,forty two,36.png,four four,37.png,four hundred and twenty,four hundred and seventy,True,42,420,8,470
19,twenty seven,38.png,twenty one,39.png,two hundred and seven,two hundred and two,True,27,207,21,202
20,six hundred and eight,40.png,six hundred and,41.png,six hundred and fifty eight,two hundred and twenty,True,608,658,600,220
21,seventeen,42.png,one,43.png,twenty eight,two hundred and,True,17,28,1,200
22,five hundred and sixty seven,44.png,five hundred and twenty,45.png,five hundred and seventy six,five hundred and five,True,567,576,520,505
23,one,46.png,one,47.png,nine,nine,True,1,9,1,9
