,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,four hundred,1.png,eight hundred and seven,four hundred and,True,78,807,400,400
1,sixty four,2.png,one hundred and,3.png,six hundred and four,four hundred and,False,64,604,100,400
2,eighty five,4.png,five hundred,5.png,eight hundred and fifty,four hundred,False,85,850,500,400
3,thirty six,6.png,five hundred and,7.png,three hundred and six,three hundred and,False,36,306,500,300
4,twelve,8.png,one hundred,9.png,twenty two,one hundred and,True,12,22,100,100
5,four hundred,10.png,four hundred and,11.png,four thousand,three thousand,True,400,4000,400,3000
6,seventy six,12.png,four hundred,13.png,seven hundred and sixty,four hundred and,True,76,760,400,400
7,thirty one,14.png,one hundred,15.png,three hundred and one,five hundred and,True,31,301,100,500
8,eighty nine,16.png,one hundred,17.png,eight hundred and nine,four hundred,True,89,809,100,400
9,three hundred and seven,18.png,five hundred and,19.png,three hundred and sixty seven,five hundred and,False,307,367,500,500
10,thirteen,20.png,one hundred,21.png,forty two,four hundred,False,13,42,100,400
11,five hundred and eight,22.png,four hundred and,23.png,five hundred and eighty,five hundred and,False,508,580,400,500
12,two thousand and three,24.png,three hundred and,25.png,two thousand and thirty,five hundred and,True,2003,2030,300,500
13,three hundred and six,26.png,three hundred and,27.png,three hundred and sixty,five hundred and,False,306,360,300,500
14,seven,28.png,one,29.png,eighteen,one hundred,True,7,18,1,100
15,five,30.png,five,31.png,eight,two,True,5,8,5,2
16,five hundred,32.png,five hundred and,33.png,five thousand,five hundred and,False,500,5000,500,500
17,thirty six,34.png,five hundred and,35.png,five hundred and nine,five hundred and,False,36,509,500,500
18,forty two,36.png,four hundred,37.png,four hundred and twenty,four hundred and,True,42,420,400,400
19,twenty seven,38.png,one hundred and,39.png,two hundred and seven,four hundred and,True,27,207,100,400
20,six hundred and eight,40.png,five hundred and,41.png,six hundred and fifty eight,four hundred and,False,608,658,500,400
21,seventeen,42.png,one hundred,43.png,twenty eight,one hundred,True,17,28,100,100
22,five hundred and sixty seven,44.png,five hundred and,45.png,five hundred and seventy six,five hundred and,True,567,576,500,500
23,one,46.png,one,47.png,nine,one,True,1,9,1,1
