,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,0.030088993,0.02952059,0.029909903,0.03046983,
four hundred twelve,one,0.023293128,0.02247748,0.021886578,0.021501295,
four hundred twelve,two,0.032047532,0.028427374,0.027305543,0.027103584,
four hundred twelve,three,0.037824124,0.03488185,0.033327386,0.032646775,
four hundred twelve,four,0.030359069,0.03433742,0.035468794,0.035804626,
four hundred twelve,five,0.025218306,0.028297944,0.0300032,0.031053703,
four hundred twelve,six,0.03237641,0.038401827,0.041855548,0.04371614,
four hundred twelve,seven,0.030757,0.030669162,0.03128723,0.032117844,
four hundred twelve,eight,0.032006912,0.027181098,0.024827562,0.023644475,
four hundred twelve,nine,0.03470067,0.037049018,0.037212886,0.036768485,
four hundred twelve,ten,0.027017605,0.028589645,0.029183706,0.02935908,
four hundred twelve,eleven,0.028026138,0.0335411,0.035819042,0.036527008,
four hundred twelve,twelve,0.03617754,0.035877563,0.035853583,0.03565508,
four hundred twelve,thirteen,0.037429895,0.03497471,0.03331941,0.032474652,
four hundred twelve,fourteen,0.03548726,0.039698396,0.04055907,0.040526338,
four hundred twelve,fifteen,0.02861375,0.03112606,0.033318084,0.034904722,
four hundred twelve,sixteen,0.02915335,0.032753985,0.03420532,0.03480088,
four hundred twelve,seventeen,0.03775642,0.037176684,0.036252365,0.03533245,
four hundred twelve,eighteen,0.029761935,0.026529385,0.02535481,0.025065245,
four hundred twelve,nineteen,0.032296125,0.026990382,0.024469368,0.023203978,
four hundred twelve,twenty,0.025621073,0.028223284,0.02966518,0.030321714,
four hundred twelve,thirty,0.034338664,0.030682245,0.02854656,0.027464211,
four hundred twelve,forty,0.027580244,0.026790444,0.026373092,0.026161352,
four hundred twelve,fifty,0.025139626,0.027632477,0.029676253,0.030954083,
four hundred twelve,sixty,0.025897548,0.028085006,0.02895988,0.029388089,
four hundred twelve,seventy,0.024790691,0.024653886,0.02509519,0.025689002,
four hundred twelve,eighty,0.03023833,0.026158787,0.02413156,0.023154184,
four hundred twelve,ninety,0.03599172,0.03454556,0.03460836,0.034810647,
four hundred twelve,hundred,0.017733838,0.017747778,0.01772111,0.017675582,
four hundred twelve,thousand,0.032040693,0.0294637,0.02830686,0.027705813,
four hundred twelve,<unk>,0.031785894,0.032997366,0.03240546,0.031783722,
four hundred twelve,<start>,0.028017739,0.027183311,0.026765877,0.026395155,
four hundred twelve,<end>,0.03043175,0.027334554,0.026325133,0.025820393,
four hundred twenty one,<pad>,0.030646078,0.03038131,0.03072323,0.031173566,0.031504292
four hundred twenty one,one,0.023229832,0.02283311,0.022405611,0.02209447,0.021887297
four hundred twenty one,two,0.03231586,0.030152366,0.02940837,0.02929442,0.029379612
four hundred twenty one,three,0.03629081,0.03504289,0.034336027,0.034049284,0.033932466
four hundred twenty one,four,0.03305909,0.036688667,0.03781134,0.038129106,0.038193975
four hundred twenty one,five,0.025984433,0.028227948,0.029383095,0.030072905,0.030446567
four hundred twenty one,six,0.032541174,0.03739012,0.040184002,0.04169531,0.042524975
four hundred twenty one,seven,0.029944912,0.02954579,0.029864764,0.03039873,0.030910974
four hundred twenty one,eight,0.03318103,0.028340751,0.026059577,0.024936877,0.02437167
four hundred twenty one,nine,0.03361822,0.03601081,0.036504027,0.03636235,0.036096077
four hundred twenty one,ten,0.026834881,0.028135642,0.028535131,0.028610634,0.028602317
four hundred twenty one,eleven,0.029171715,0.034425985,0.036603563,0.037326224,0.03747027
four hundred twenty one,twelve,0.033321477,0.032824937,0.032835104,0.032759007,0.03267505
four hundred twenty one,thirteen,0.035181884,0.033098094,0.031767555,0.031133581,0.030797958
four hundred twenty one,fourteen,0.036658026,0.041397247,0.042773485,0.04314644,0.043202188
four hundred twenty one,fifteen,0.02910551,0.031183748,0.03307715,0.034531143,0.0356165
four hundred twenty one,sixteen,0.029385502,0.032468215,0.033574045,0.03398825,0.03411521
four hundred twenty one,seventeen,0.038416788,0.03820031,0.037605267,0.036937095,0.036370825
four hundred twenty one,eighteen,0.029855367,0.027461996,0.026650833,0.026485873,0.026530832
four hundred twenty one,nineteen,0.033456482,0.027751988,0.025200104,0.02392775,0.023220433
four hundred twenty one,twenty,0.026227543,0.028970774,0.03040605,0.031060759,0.03133819
four hundred twenty one,thirty,0.033318218,0.029685674,0.027526848,0.026375556,0.025743723
four hundred twenty one,forty,0.028617388,0.028187193,0.028046835,0.027992602,0.027976971
four hundred twenty one,fifty,0.025115386,0.02670557,0.028157232,0.029084602,0.029675445
four hundred twenty one,sixty,0.028599024,0.029998265,0.030612074,0.03096168,0.03119878
four hundred twenty one,seventy,0.025539024,0.02460442,0.024464367,0.024677552,0.024926022
four hundred twenty one,eighty,0.029114526,0.025502577,0.023598148,0.022631465,0.022118561
four hundred twenty one,ninety,0.032938804,0.03154706,0.03148314,0.03156324,0.031687878
four hundred twenty one,hundred,0.018563557,0.018778438,0.01882965,0.018809099,0.018758537
four hundred twenty one,thousand,0.030067386,0.028321056,0.027468711,0.026975835,0.026719213
four hundred twenty one,<unk>,0.03120922,0.03145339,0.03070271,0.030121062,0.029753666
four hundred twenty one,<start>,0.02834381,0.027592277,0.027347108,0.02710244,0.026891682
four hundred twenty one,<end>,0.030147025,0.027091347,0.026054796,0.025591018,0.025361728
