,,Time_0,Time_1
seven,<pad>,0.029209236,0.027751887
seven,one,0.03191814,0.03243212
seven,two,0.030986117,0.029824661
seven,three,0.029862197,0.029932726
seven,four,0.027603189,0.026838863
seven,five,0.028657777,0.028509093
seven,six,0.036485318,0.0354792
seven,seven,0.031536616,0.03477126
seven,eight,0.026838642,0.027434798
seven,nine,0.0218626,0.020810982
seven,ten,0.02986329,0.02960975
seven,eleven,0.028242797,0.026617665
seven,twelve,0.029737717,0.030306894
seven,thirteen,0.031333234,0.028655166
seven,fourteen,0.030614663,0.027152518
seven,fifteen,0.021749496,0.01978224
seven,sixteen,0.031513665,0.031299885
seven,seventeen,0.035617024,0.034460735
seven,eighteen,0.02762734,0.029270267
seven,nineteen,0.033090096,0.033277817
seven,twenty,0.028394334,0.0319129
seven,thirty,0.028140133,0.027879724
seven,forty,0.033767942,0.03256474
seven,fifty,0.02845818,0.02914033
seven,sixty,0.03915503,0.042669702
seven,seventy,0.024014203,0.024681
seven,eighty,0.02956089,0.028891413
seven,ninety,0.03696158,0.035601344
seven,hundred,0.026393358,0.02790095
seven,thousand,0.029970273,0.032863807
seven,<unk>,0.030394709,0.033223256
seven,<start>,0.029173972,0.028347524
seven,<end>,0.041266263,0.040104825
eighteen,<pad>,0.033793252,0.030517928
eighteen,one,0.029667359,0.032745086
eighteen,two,0.030363904,0.029142728
eighteen,three,0.029129561,0.02858439
eighteen,four,0.031113237,0.029509736
eighteen,five,0.026871976,0.029049724
eighteen,six,0.035398006,0.03678753
eighteen,seven,0.032326132,0.03493008
eighteen,eight,0.022015054,0.021768318
eighteen,nine,0.023036387,0.020699441
eighteen,ten,0.03248884,0.0326747
eighteen,eleven,0.028504955,0.027205694
eighteen,twelve,0.027026229,0.028696202
eighteen,thirteen,0.033784814,0.030642822
eighteen,fourteen,0.02890994,0.025550151
eighteen,fifteen,0.020752428,0.017944558
eighteen,sixteen,0.032158446,0.03150533
eighteen,seventeen,0.034955107,0.03450079
eighteen,eighteen,0.027507147,0.030141443
eighteen,nineteen,0.033450477,0.033389755
eighteen,twenty,0.027058221,0.031249495
eighteen,thirty,0.03127256,0.029033044
eighteen,forty,0.035461746,0.032534987
eighteen,fifty,0.029484153,0.030369867
eighteen,sixty,0.038481526,0.04065612
eighteen,seventy,0.022472424,0.022794547
eighteen,eighty,0.025375595,0.024479691
eighteen,ninety,0.03915321,0.038993407
eighteen,hundred,0.023012245,0.026898433
eighteen,thousand,0.032057364,0.03338638
eighteen,<unk>,0.031122247,0.032590188
eighteen,<start>,0.029603176,0.030423043
eighteen,<end>,0.04219235,0.040604305
