,,Time_0,Time_1,Time_2
seventy eight,<pad>,0.0007771285,7.625267e-07,
seventy eight,one,0.0020552783,3.0694625e-06,
seventy eight,two,0.06799787,2.4576724e-05,
seventy eight,three,0.0045018224,7.5767475e-06,
seventy eight,four,0.03886343,6.153057e-05,
seventy eight,five,0.0019778474,1.4090148e-05,
seventy eight,six,0.05604611,2.1746277e-05,
seventy eight,seven,0.004245805,5.2834025e-06,
seventy eight,eight,0.15290831,2.9115638e-05,
seventy eight,nine,0.09739761,1.7176935e-05,
seventy eight,ten,0.000786142,1.6476374e-06,
seventy eight,eleven,0.00017811632,1.4786372e-07,
seventy eight,twelve,0.000845829,1.2472296e-06,
seventy eight,thirteen,0.00089553586,8.5502603e-07,
seventy eight,fourteen,0.0022323467,3.8997887e-06,
seventy eight,fifteen,0.00087393617,9.449679e-06,
seventy eight,sixteen,0.005185068,1.3224028e-05,
seventy eight,seventeen,0.0006190395,6.0449366e-07,
seventy eight,eighteen,0.00045000706,1.2069696e-06,
seventy eight,nineteen,0.004850712,4.8272245e-06,
seventy eight,twenty,0.0033492995,2.5061518e-06,
seventy eight,thirty,0.004219038,7.789486e-06,
seventy eight,forty,0.008771184,3.3472992e-05,
seventy eight,fifty,0.0008741266,1.6523245e-05,
seventy eight,sixty,0.0061186957,2.5298325e-05,
seventy eight,seventy,0.03654013,5.0764043e-05,
seventy eight,eighty,0.4699752,0.00016432173,
seventy eight,ninety,0.0007517236,1.7576834e-06,
seventy eight,hundred,0.0102277,0.00026683064,
seventy eight,thousand,0.0041582016,1.2641571e-05,
seventy eight,<unk>,0.0009117212,5.18485e-06,
seventy eight,<start>,0.000626658,1.5903081e-06,
seventy eight,<end>,0.009788323,0.99918944,
eight hundred seven,<pad>,0.0005213055,2.4097737e-05,6.6911496e-05
eight hundred seven,one,0.0030394134,2.4180381e-05,5.698708e-05
eight hundred seven,two,0.3725379,0.0006803039,0.0033148928
eight hundred seven,three,0.008255252,0.00034085757,0.00056726515
eight hundred seven,four,0.10743763,0.001083592,0.001058185
eight hundred seven,five,0.008293793,0.00066317304,0.0034448593
eight hundred seven,six,0.34773445,0.0031213101,0.00058288325
eight hundred seven,seven,0.0013311228,2.410739e-05,7.990818e-05
eight hundred seven,eight,0.007897826,0.00029467457,0.00030281764
eight hundred seven,nine,0.019240718,0.00053474365,0.00041228093
eight hundred seven,ten,0.00051673665,3.8356484e-05,0.00011957331
eight hundred seven,eleven,0.0003355953,9.562691e-06,1.36751505e-05
eight hundred seven,twelve,0.00045062514,4.8886257e-05,9.787446e-05
eight hundred seven,thirteen,0.00036261964,4.0606745e-05,5.8602687e-05
eight hundred seven,fourteen,0.00054547016,7.417404e-05,7.501819e-05
eight hundred seven,fifteen,0.00019237191,4.989911e-05,0.00031711144
eight hundred seven,sixteen,0.0009310285,3.0788106e-05,0.00024100377
eight hundred seven,seventeen,0.0005678899,2.2235916e-05,4.8315527e-05
eight hundred seven,eighteen,0.00016045698,2.0009911e-05,0.000115586685
eight hundred seven,nineteen,0.0018378675,4.9835908e-05,0.00020992394
eight hundred seven,twenty,0.0005870003,4.7464495e-05,0.0020269437
eight hundred seven,thirty,0.00210697,0.00011133174,0.00028131597
eight hundred seven,forty,0.0020762866,0.00039158438,0.0017076555
eight hundred seven,fifty,0.00022800891,9.603713e-05,0.00042772788
eight hundred seven,sixty,0.008963941,0.0052125677,0.007872193
eight hundred seven,seventy,0.010374381,0.0007516456,0.0031557842
eight hundred seven,eighty,0.07589708,0.001046778,0.0024070677
eight hundred seven,ninety,0.000400804,4.380849e-05,2.7101367e-05
eight hundred seven,hundred,0.009749562,0.95389706,0.00082161825
eight hundred seven,thousand,0.0066780355,0.027815172,6.794388e-05
eight hundred seven,<unk>,0.00054148166,7.3748495e-05,0.00013766099
eight hundred seven,<start>,0.00014313914,8.3657815e-06,9.529797e-05
eight hundred seven,<end>,6.3146275e-05,0.0033288593,0.969788
