,,Time_0,Time_1,Time_2,Time_3,Time_4
three hundred seven,<pad>,0.028021429,0.02586367,0.024262402,0.02340307,
three hundred seven,one,0.026805848,0.02533045,0.024311274,0.023698589,
three hundred seven,two,0.028096495,0.027380718,0.027035555,0.026680985,
three hundred seven,three,0.027928945,0.030020908,0.031416368,0.03208666,
three hundred seven,four,0.031065341,0.03321575,0.034033127,0.034524243,
three hundred seven,five,0.031962745,0.03338283,0.034217127,0.034548156,
three hundred seven,six,0.027584735,0.026967742,0.026141226,0.025668537,
three hundred seven,seven,0.028484382,0.029639188,0.030322272,0.03068847,
three hundred seven,eight,0.034480594,0.030717114,0.028748563,0.027785014,
three hundred seven,nine,0.03568453,0.036317073,0.03689264,0.03722008,
three hundred seven,ten,0.029182432,0.027301129,0.026624918,0.026507141,
three hundred seven,eleven,0.033958066,0.03379783,0.033239216,0.032749508,
three hundred seven,twelve,0.029748531,0.03043898,0.030487502,0.030316677,
three hundred seven,thirteen,0.02976725,0.028787559,0.027611082,0.026995873,
three hundred seven,fourteen,0.03174142,0.032684207,0.03343393,0.033961188,
three hundred seven,fifteen,0.02848245,0.029926699,0.031085249,0.03174603,
three hundred seven,sixteen,0.029166082,0.03133086,0.03209572,0.03221234,
three hundred seven,seventeen,0.03165472,0.030511813,0.030221658,0.030040815,
three hundred seven,eighteen,0.027044017,0.029398413,0.031195773,0.03237274,
three hundred seven,nineteen,0.037874978,0.040797636,0.042729,0.043853503,
three hundred seven,twenty,0.030618794,0.030522464,0.030212939,0.029907264,
three hundred seven,thirty,0.027077978,0.024886198,0.024201838,0.02396478,
three hundred seven,forty,0.03144989,0.026798956,0.025184669,0.024643425,
three hundred seven,fifty,0.03136042,0.030556649,0.030158184,0.03000328,
three hundred seven,sixty,0.02655161,0.02510968,0.024865633,0.024883257,
three hundred seven,seventy,0.037006255,0.038544044,0.038849935,0.038787898,
three hundred seven,eighty,0.031707846,0.032638796,0.032582343,0.032318253,
three hundred seven,ninety,0.027745029,0.027951764,0.027661398,0.027407054,
three hundred seven,hundred,0.029796341,0.03162705,0.03289601,0.033720534,
three hundred seven,thousand,0.033074804,0.0313333,0.03074956,0.030641343,
three hundred seven,<unk>,0.029672293,0.02836904,0.027732914,0.027596625,
three hundred seven,<start>,0.022763718,0.027128274,0.02898208,0.029809276,
three hundred seven,<end>,0.03243996,0.03072334,0.029817931,0.029257424,
three hundred sixty seven,<pad>,0.029293617,0.027004214,0.025330324,0.02442005,0.023911403
three hundred sixty seven,one,0.026373424,0.0249918,0.023983095,0.023357386,0.023004072
three hundred sixty seven,two,0.027206581,0.027273335,0.027257565,0.027055854,0.026819477
three hundred sixty seven,three,0.027551671,0.029339436,0.030689219,0.031359866,0.03167477
three hundred sixty seven,four,0.030645277,0.031779338,0.031966176,0.03211585,0.032265626
three hundred sixty seven,five,0.030931888,0.031944215,0.032527804,0.032728314,0.03276197
three hundred sixty seven,six,0.027195385,0.025543153,0.024306549,0.023668425,0.023370426
three hundred sixty seven,seven,0.029431615,0.030937646,0.03185639,0.032358773,0.032638438
three hundred sixty seven,eight,0.03449675,0.030397732,0.02828215,0.027259782,0.026799578
three hundred sixty seven,nine,0.035061393,0.03601359,0.036709104,0.037084788,0.0372689
three hundred sixty seven,ten,0.028329227,0.026806248,0.026174923,0.02603364,0.026031649
three hundred sixty seven,eleven,0.034487534,0.03394105,0.0330287,0.032307923,0.03180976
three hundred sixty seven,twelve,0.030394755,0.030720958,0.030675221,0.030510899,0.030351544
three hundred sixty seven,thirteen,0.031349104,0.029819088,0.028421018,0.027670376,0.027244383
three hundred sixty seven,fourteen,0.032240257,0.033677198,0.03461958,0.03523669,0.03563202
three hundred sixty seven,fifteen,0.029417094,0.030484498,0.031388197,0.031905614,0.03221153
three hundred sixty seven,sixteen,0.027761534,0.030435748,0.03148276,0.031779423,0.031792454
three hundred sixty seven,seventeen,0.032895084,0.031456344,0.030930525,0.030622449,0.03044658
three hundred sixty seven,eighteen,0.028112853,0.031203208,0.033430092,0.034830224,0.035684433
three hundred sixty seven,nineteen,0.038110398,0.042129774,0.044846125,0.046448603,0.047399584
three hundred sixty seven,twenty,0.029777145,0.029585829,0.029290473,0.02903538,0.028844837
three hundred sixty seven,thirty,0.025613664,0.023331711,0.022486387,0.022125306,0.021939399
three hundred sixty seven,forty,0.031860206,0.02726458,0.02570694,0.025168682,0.025025576
three hundred sixty seven,fifty,0.031724237,0.030855205,0.030428033,0.030234952,0.03018091
three hundred sixty seven,sixty,0.026427276,0.024693783,0.024251515,0.024136843,0.024138791
three hundred sixty seven,seventy,0.03523496,0.03694091,0.037479255,0.037614066,0.037588187
three hundred sixty seven,eighty,0.031980913,0.033213798,0.033415172,0.033356916,0.033228435
three hundred sixty seven,ninety,0.029428137,0.029752443,0.029396495,0.029062903,0.028816495
three hundred sixty seven,hundred,0.029692804,0.03206901,0.033738315,0.03481589,0.035499528
three hundred sixty seven,thousand,0.033106845,0.031214677,0.030426577,0.030139023,0.030069193
three hundred sixty seven,<unk>,0.029617047,0.028013453,0.027218265,0.026965944,0.026935058
three hundred sixty seven,<start>,0.022933347,0.027601257,0.029664908,0.030597406,0.031002108
three hundred sixty seven,<end>,0.03131807,0.029564716,0.028592052,0.027991809,0.027612874
