,,Time_0,Time_1
two,<pad>,0.024918733,0.024184182
two,one,0.033286642,0.034928992
two,two,0.03348668,0.032061156
two,three,0.031458646,0.034885276
two,four,0.027052807,0.028001644
two,five,0.026891103,0.025920486
two,six,0.03513362,0.036630705
two,seven,0.030412855,0.033625342
two,eight,0.02661107,0.027612463
two,nine,0.03262908,0.033748817
two,ten,0.028445143,0.025816515
two,eleven,0.024882866,0.025946718
two,twelve,0.029910788,0.030971384
two,thirteen,0.030937912,0.029658107
two,fourteen,0.02564557,0.023113243
two,fifteen,0.029169388,0.032005005
two,sixteen,0.025019437,0.021966267
two,seventeen,0.04241847,0.037539367
two,eighteen,0.03740605,0.040018115
two,nineteen,0.027780864,0.02476838
two,twenty,0.024883209,0.026411315
two,thirty,0.028545525,0.030866772
two,forty,0.03664771,0.03510564
two,fifty,0.0348446,0.032808386
two,sixty,0.025615646,0.028994769
two,seventy,0.033134554,0.031306263
two,eighty,0.028469749,0.02872304
two,ninety,0.034537304,0.028433952
two,hundred,0.028526753,0.028198536
two,thousand,0.030273093,0.031906694
two,<unk>,0.026767945,0.027505957
two,<start>,0.030405346,0.030092955
two,<end>,0.033850834,0.036243524
eight,<pad>,0.023399508,0.021567753
eight,one,0.032322716,0.033620358
eight,two,0.034472246,0.034934122
eight,three,0.030802656,0.03421225
eight,four,0.023798084,0.023709409
eight,five,0.02460862,0.024185384
eight,six,0.034684293,0.035147164
eight,seven,0.034849215,0.03561456
eight,eight,0.03066832,0.032169316
eight,nine,0.031945262,0.03376775
eight,ten,0.028523695,0.026384698
eight,eleven,0.027592571,0.029113032
eight,twelve,0.026364207,0.028192207
eight,thirteen,0.028877309,0.026743852
eight,fourteen,0.023935314,0.022982612
eight,fifteen,0.03576116,0.03882401
eight,sixteen,0.025634907,0.023225753
eight,seventeen,0.037582055,0.03546622
eight,eighteen,0.032644697,0.03600598
eight,nineteen,0.028834635,0.02604879
eight,twenty,0.024842193,0.028052164
eight,thirty,0.028579237,0.030310465
eight,forty,0.039943032,0.040403083
eight,fifty,0.037082396,0.03240429
eight,sixty,0.021375673,0.025308954
eight,seventy,0.03345764,0.02929514
eight,eighty,0.028452428,0.028870547
eight,ninety,0.03563678,0.030139359
eight,hundred,0.027721955,0.027152512
eight,thousand,0.027523892,0.028293706
eight,<unk>,0.029695382,0.028865056
eight,<start>,0.032972783,0.03142182
eight,<end>,0.035415154,0.037567616
