,,Time_0,Time_1,Time_2
twelve,<pad>,0.030687043,0.026714426,
twelve,one,0.024903797,0.022846108,
twelve,two,0.027670361,0.028096281,
twelve,three,0.02615798,0.026966585,
twelve,four,0.02790658,0.027766386,
twelve,five,0.030547502,0.032574955,
twelve,six,0.027552033,0.02408718,
twelve,seven,0.026798418,0.030475779,
twelve,eight,0.034388963,0.031781588,
twelve,nine,0.033177655,0.034978714,
twelve,ten,0.027995782,0.02949118,
twelve,eleven,0.033260606,0.034283128,
twelve,twelve,0.033516847,0.032703664,
twelve,thirteen,0.03259993,0.03235341,
twelve,fourteen,0.029896365,0.033472296,
twelve,fifteen,0.028276728,0.030360335,
twelve,sixteen,0.0252539,0.028695272,
twelve,seventeen,0.03642609,0.03363735,
twelve,eighteen,0.026369201,0.03157505,
twelve,nineteen,0.041946106,0.044654302,
twelve,twenty,0.020890836,0.021723785,
twelve,thirty,0.026479302,0.02422347,
twelve,forty,0.035896864,0.02937203,
twelve,fifty,0.03468045,0.03283309,
twelve,sixty,0.02641653,0.02394288,
twelve,seventy,0.032110557,0.032463893,
twelve,eighty,0.0350444,0.0373587,
twelve,ninety,0.03241311,0.03234094,
twelve,hundred,0.030074202,0.03264145,
twelve,thousand,0.03801649,0.035379034,
twelve,<unk>,0.029723313,0.025683634,
twelve,<start>,0.022541048,0.025880782,
twelve,<end>,0.030380992,0.028642256,
twenty two,<pad>,0.02943448,0.027982194,0.026621483
twenty two,one,0.027959803,0.026338182,0.024919596
twenty two,two,0.028500212,0.029640313,0.030361885
twenty two,three,0.027339617,0.028309228,0.028979894
twenty two,four,0.029542388,0.03127276,0.031586166
twenty two,five,0.03378934,0.035746798,0.036808133
twenty two,six,0.02564447,0.024155784,0.023212887
twenty two,seven,0.026924556,0.0288536,0.029960485
twenty two,eight,0.03572741,0.03363231,0.03280988
twenty two,nine,0.03253313,0.03405027,0.03587731
twenty two,ten,0.027062045,0.027429808,0.027808186
twenty two,eleven,0.03148298,0.033184007,0.03366525
twenty two,twelve,0.029365743,0.028646944,0.028296545
twenty two,thirteen,0.02861458,0.02910572,0.029145664
twenty two,fourteen,0.03079435,0.032940835,0.03400358
twenty two,fifteen,0.027694622,0.02912595,0.03015471
twenty two,sixteen,0.027969265,0.02984813,0.029931104
twenty two,seventeen,0.03540033,0.033506323,0.032998737
twenty two,eighteen,0.028118292,0.032324515,0.035108972
twenty two,nineteen,0.039022207,0.041326046,0.042778123
twenty two,twenty,0.025295528,0.025357904,0.025088979
twenty two,thirty,0.026533661,0.024951346,0.024329223
twenty two,forty,0.03438986,0.027870383,0.025988208
twenty two,fifty,0.037186854,0.0359066,0.035332546
twenty two,sixty,0.026621616,0.025157101,0.024741923
twenty two,seventy,0.037829917,0.036894947,0.036397792
twenty two,eighty,0.030762304,0.03296582,0.03297792
twenty two,ninety,0.030293534,0.028907381,0.02795137
twenty two,hundred,0.029660678,0.030647766,0.03080378
twenty two,thousand,0.037748497,0.03370573,0.031865943
twenty two,<unk>,0.029344644,0.025977429,0.024436431
twenty two,<start>,0.0214914,0.025202382,0.026699465
twenty two,<end>,0.029921534,0.029035483,0.02835784
