,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,two hundred six,five five fifty fifty eight eight eight,0,0.5027980308789662,0.49720196912103387
1,0.png,two hundred six,five five fifty fifty eight eight eight,1,0.5027980308789662,0.49720196912103387
2,0.png,two hundred six,five five fifty fifty eight eight eight,2,0.5061353900421932,0.49386460995780684
3,0.png,two hundred six,five five fifty fifty eight eight eight,3,0.5061353900421932,0.49386460995780684
4,0.png,two hundred six,five five fifty fifty eight eight eight,4,0.4949571811623751,0.5050428188376249
5,0.png,two hundred six,five five fifty fifty eight eight eight,5,0.4949571811623751,0.5050428188376249
6,0.png,two hundred six,five five fifty fifty eight eight eight,6,0.4949571811623751,0.5050428188376249
7,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,0,0.5088253295577883,0.4911746704422117
8,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,1,0.5085962838383102,0.49140371616168965
9,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,2,0.5085962838383102,0.49140371616168965
10,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,3,0.5085962838383102,0.49140371616168965
11,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,4,0.49275269387933607,0.5072473061206639
12,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,5,0.49275269387933607,0.5072473061206639
13,1.png,two hundred sixty,five fifty fifty fifty eight eight eight,6,0.49275269387933607,0.5072473061206639
14,10.png,one hundred five,five five fifty fifty eight eight eight,0,0.4859645121882599,0.5140354878117401
15,10.png,one hundred five,five five fifty fifty eight eight eight,1,0.4859645121882599,0.5140354878117401
16,10.png,one hundred five,five five fifty fifty eight eight eight,2,0.490758394079963,0.5092416059200371
17,10.png,one hundred five,five five fifty fifty eight eight eight,3,0.490758394079963,0.5092416059200371
18,10.png,one hundred five,five five fifty fifty eight eight eight,4,0.49630028822778033,0.5036997117722198
19,10.png,one hundred five,five five fifty fifty eight eight eight,5,0.49630028822778033,0.5036997117722198
20,10.png,one hundred five,five five fifty fifty eight eight eight,6,0.49630028822778033,0.5036997117722198
21,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,0,0.4873650131609772,0.5126349868390229
22,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,1,0.4873650131609772,0.5126349868390229
23,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,2,0.4921190435624305,0.5078809564375697
24,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,3,0.4921190435624305,0.5078809564375697
25,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,4,0.4921190435624305,0.5078809564375697
26,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,5,0.4835696190894375,0.5164303809105625
27,11.png,one hundred twenty five,five five fifty fifty fifty eight eight eight eight,6,0.4835696190894375,0.5164303809105625
