,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,0,0.461020146873777,0.5389798531262228
1,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,1,0.461020146873777,0.5389798531262228
2,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,2,0.461020146873777,0.5389798531262228
3,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,3,0.5206190964420112,0.4793809035579889
4,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,4,0.5206190964420112,0.4793809035579889
5,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,5,0.5206190964420112,0.4793809035579889
6,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,6,0.4946060346417843,0.5053939653582158
7,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,7,0.4936539929497068,0.5063460070502932
8,0.png,seventy eight,forty forty forty <unk> <unk> <unk> eight eighty eighty,8,0.4936539929497068,0.5063460070502932
9,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,0,0.5027377252977577,0.4972622747022424
10,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,1,0.5002461091930004,0.4997538908069997
11,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,2,0.5002461091930004,0.4997538908069997
12,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,3,0.5002461091930004,0.4997538908069997
13,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,4,0.47221664558658094,0.5277833544134188
14,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,5,0.5027377252977577,0.4972622747022424
15,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,6,0.5027377252977577,0.4972622747022424
16,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,7,0.5030067901941401,0.49699320980586015
17,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,8,0.5056867611684197,0.49431323883158035
18,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,9,0.5056867611684197,0.49431323883158035
19,1.png,eight hundred seven,forty <unk> <unk> <unk> nine forty forty four eighty eighty eighty,10,0.5056867611684197,0.49431323883158035
20,10.png,four hundred,forty ten ten forty <unk> four four eighty,0,0.5297658018088033,0.47023419819119655
21,10.png,four hundred,forty ten ten forty <unk> four four eighty,1,0.5297658018088033,0.47023419819119655
22,10.png,four hundred,forty ten ten forty <unk> four four eighty,2,0.5297658018088033,0.47023419819119655
23,10.png,four hundred,forty ten ten forty <unk> four four eighty,3,0.5297658018088033,0.47023419819119655
24,10.png,four hundred,forty ten ten forty <unk> four four eighty,4,0.5169519985935275,0.48304800140647247
25,10.png,four hundred,forty ten ten forty <unk> four four eighty,5,0.4898115538607163,0.5101884461392837
26,10.png,four hundred,forty ten ten forty <unk> four four eighty,6,0.4898115538607163,0.5101884461392837
27,10.png,four hundred,forty ten ten forty <unk> four four eighty,7,0.4798636186397231,0.520136381360277
28,11.png,four thousand,thousand ten ten five forty forty four four seventy,0,0.5135737956565936,0.48642620434340655
29,11.png,four thousand,thousand ten ten five forty forty four four seventy,1,0.5135737956565936,0.48642620434340655
30,11.png,four thousand,thousand ten ten five forty forty four four seventy,2,0.5135737956565936,0.48642620434340655
31,11.png,four thousand,thousand ten ten five forty forty four four seventy,3,0.52069001872767,0.47930998127233004
32,11.png,four thousand,thousand ten ten five forty forty four four seventy,4,0.5097810473249951,0.49021895267500504
33,11.png,four thousand,thousand ten ten five forty forty four four seventy,5,0.5097810473249951,0.49021895267500504
34,11.png,four thousand,thousand ten ten five forty forty four four seventy,6,0.4800286935471611,0.5199713064528386
35,11.png,four thousand,thousand ten ten five forty forty four four seventy,7,0.4800286935471611,0.5199713064528386
36,11.png,four thousand,thousand ten ten five forty forty four four seventy,8,0.47638091545800326,0.5236190845419967
37,12.png,seventy six,forty forty ninety <unk> <unk> <unk> eight eighty eighty,0,0.47034619238290803,0.5296538076170921
38,12.png,seventy six,forty forty ninety <unk> <unk> <unk> eight eighty eighty,1,0.47034619238290803,0.5296538076170921
