,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,0.02510494,0.025669279,0.026500994,0.027221717,
four hundred twelve,one,0.019678315,0.019077698,0.018818691,0.018630192,
four hundred twelve,two,0.040092446,0.041967604,0.04161518,0.040893387,
four hundred twelve,three,0.028360395,0.02994535,0.030753693,0.031412184,
four hundred twelve,four,0.028072016,0.029447235,0.029904278,0.029923858,
four hundred twelve,five,0.031099012,0.02919091,0.027872015,0.027234169,
four hundred twelve,six,0.026261004,0.025945658,0.026238117,0.026600152,
four hundred twelve,seven,0.032071214,0.028331297,0.026276717,0.025141219,
four hundred twelve,eight,0.040851563,0.036136836,0.033673856,0.032517627,
four hundred twelve,nine,0.025745254,0.030818645,0.034003783,0.03589537,
four hundred twelve,ten,0.028190324,0.032805074,0.035583153,0.03703388,
four hundred twelve,eleven,0.028863013,0.025042247,0.02364894,0.023111688,
four hundred twelve,twelve,0.02688703,0.025578933,0.02437821,0.0235748,
four hundred twelve,thirteen,0.019273784,0.021323252,0.022586789,0.02332689,
four hundred twelve,fourteen,0.03493251,0.035482615,0.036652934,0.037597053,
four hundred twelve,fifteen,0.038801774,0.039666694,0.03920966,0.03880272,
four hundred twelve,sixteen,0.0391631,0.036073934,0.03540526,0.035206966,
four hundred twelve,seventeen,0.027411416,0.026130758,0.025499353,0.025116751,
four hundred twelve,eighteen,0.03056406,0.030273797,0.030217912,0.03031111,
four hundred twelve,nineteen,0.031819794,0.032686416,0.032814328,0.03283214,
four hundred twelve,twenty,0.038272247,0.037162986,0.036362357,0.035915818,
four hundred twelve,thirty,0.026207168,0.026283575,0.025988292,0.025727998,
four hundred twelve,forty,0.03255516,0.033029217,0.03313357,0.033397015,
four hundred twelve,fifty,0.023322051,0.023111189,0.02274954,0.02258048,
four hundred twelve,sixty,0.039231416,0.03714948,0.036379002,0.036067966,
four hundred twelve,seventy,0.033035524,0.03502147,0.03595378,0.036155757,
four hundred twelve,eighty,0.024445893,0.024064401,0.023680495,0.02333624,
four hundred twelve,ninety,0.032886818,0.03217283,0.032015983,0.032299392,
four hundred twelve,hundred,0.027156316,0.028488597,0.028451635,0.027997624,
four hundred twelve,thousand,0.03485374,0.036762748,0.037069254,0.036854774,
four hundred twelve,<unk>,0.032242503,0.037248723,0.041102767,0.043110497,
four hundred twelve,<start>,0.027637402,0.025389038,0.024084002,0.023400124,
four hundred twelve,<end>,0.024910707,0.022521438,0.02137555,0.020772502,
four hundred twenty one,<pad>,0.026022267,0.026508229,0.02727993,0.027924886,0.028379906
four hundred twenty one,one,0.021152383,0.020399123,0.02000994,0.0197556,0.019627413
four hundred twenty one,two,0.03801511,0.040008344,0.039802007,0.039305177,0.038872994
four hundred twenty one,three,0.02806131,0.029464759,0.030185051,0.030778823,0.031233585
four hundred twenty one,four,0.028823512,0.030369097,0.030884396,0.03092288,0.030831931
four hundred twenty one,five,0.029373912,0.027785158,0.026735976,0.026239654,0.025996646
four hundred twenty one,six,0.026367648,0.026071634,0.02648425,0.026923036,0.027288856
four hundred twenty one,seven,0.030753732,0.02817469,0.026761794,0.025923837,0.025463225
four hundred twenty one,eight,0.041305725,0.0367141,0.03440927,0.033357132,0.032887284
four hundred twenty one,nine,0.025738284,0.02998717,0.032703865,0.034321062,0.035254844
four hundred twenty one,ten,0.029507242,0.033490937,0.03570036,0.03681119,0.037382606
four hundred twenty one,eleven,0.029855961,0.026277727,0.024963459,0.02442301,0.024180194
four hundred twenty one,twelve,0.027467422,0.0265755,0.025588378,0.024901886,0.024429763
four hundred twenty one,thirteen,0.020778723,0.022237884,0.0231029,0.023579376,0.023861209
four hundred twenty one,fourteen,0.03404787,0.034998316,0.03602421,0.03682671,0.037430458
four hundred twenty one,fifteen,0.03913599,0.039961535,0.039550208,0.03921683,0.039030425
four hundred twenty one,sixteen,0.03958347,0.037754998,0.037682794,0.03778078,0.037884608
four hundred twenty one,seventeen,0.027957074,0.026904909,0.02631183,0.025889967,0.025571782
four hundred twenty one,eighteen,0.029033588,0.029443534,0.02966018,0.029872186,0.030029537
four hundred twenty one,nineteen,0.030938994,0.0315346,0.031625703,0.03165028,0.031674765
four hundred twenty one,twenty,0.03716315,0.036200978,0.035433527,0.0349984,0.03470972
four hundred twenty one,thirty,0.027348239,0.026493013,0.02582866,0.025434963,0.025193239
four hundred twenty one,forty,0.032507077,0.032811932,0.03280833,0.032902215,0.03300356
four hundred twenty one,fifty,0.023578878,0.022998562,0.022519205,0.022288734,0.022196384
four hundred twenty one,sixty,0.038846996,0.03604316,0.034968246,0.034507044,0.034338318
four hundred twenty one,seventy,0.033186384,0.035952244,0.037427552,0.038010567,0.03821844
four hundred twenty one,eighty,0.026910612,0.026919995,0.02683468,0.026660647,0.026484173
four hundred twenty one,ninety,0.03368323,0.033185203,0.033059876,0.033330634,0.033647228
four hundred twenty one,hundred,0.026019286,0.027537588,0.027755283,0.027523119,0.027208433
four hundred twenty one,thousand,0.03348434,0.03526097,0.035604678,0.03537954,0.03501893
four hundred twenty one,<unk>,0.03182642,0.035103913,0.03771023,0.039073095,0.039759338
four hundred twenty one,<start>,0.027054904,0.024565041,0.023269253,0.022624142,0.02225935
four hundred twenty one,<end>,0.024470279,0.02226526,0.02131394,0.02086277,0.02065079
