,,Time_0,Time_1,Time_2,Time_3
two thousand three,<pad>,0.031729434,0.030806405,0.030066455,0.02947975
two thousand three,one,0.026660765,0.025816726,0.025486194,0.025352605
two thousand three,two,0.02959003,0.035507515,0.038860705,0.04061483
two thousand three,three,0.02872107,0.030603934,0.031202955,0.031379074
two thousand three,four,0.027438495,0.03036984,0.03172995,0.032432754
two thousand three,five,0.026614668,0.029613305,0.030912945,0.031471033
two thousand three,six,0.02642955,0.024909427,0.024192149,0.023847608
two thousand three,seven,0.033813093,0.03177115,0.031358667,0.031301674
two thousand three,eight,0.027603865,0.026568828,0.026699623,0.02696447
two thousand three,nine,0.02976739,0.03080747,0.031384323,0.03178688
two thousand three,ten,0.046481613,0.042169277,0.04004283,0.03898218
two thousand three,eleven,0.03599327,0.03168505,0.029489217,0.028434278
two thousand three,twelve,0.024501778,0.024651648,0.024975494,0.025376076
two thousand three,thirteen,0.028796831,0.028847042,0.029116375,0.029268773
two thousand three,fourteen,0.02619691,0.026972082,0.026398731,0.025715081
two thousand three,fifteen,0.027209956,0.028457591,0.029322535,0.029766275
two thousand three,sixteen,0.02874702,0.02907584,0.02887822,0.02885874
two thousand three,seventeen,0.03670422,0.033105318,0.031563275,0.030773506
two thousand three,eighteen,0.033160377,0.032707315,0.0322488,0.03209269
two thousand three,nineteen,0.02807027,0.024978194,0.023890365,0.023491459
two thousand three,twenty,0.0314393,0.031541035,0.03156058,0.03159694
two thousand three,thirty,0.030816952,0.030735945,0.030779397,0.030770471
two thousand three,forty,0.025380848,0.026736137,0.028003467,0.028900161
two thousand three,fifty,0.028497566,0.029542338,0.029797293,0.029726433
two thousand three,sixty,0.034416027,0.032423582,0.031238379,0.030455936
two thousand three,seventy,0.031659927,0.03396953,0.035282075,0.035810143
two thousand three,eighty,0.034247737,0.031500604,0.030598173,0.030516298
two thousand three,ninety,0.027306516,0.027413705,0.026801081,0.026191069
two thousand three,hundred,0.030524608,0.03053082,0.03076338,0.031185606
two thousand three,thousand,0.025856972,0.030064883,0.031633783,0.0321093
two thousand three,<unk>,0.026397714,0.02705035,0.027570974,0.02801942
two thousand three,<start>,0.036006976,0.03414835,0.03350416,0.033172365
two thousand three,<end>,0.03321835,0.034918774,0.034647536,0.034156214
two thousand thirty,<pad>,0.031944938,0.030711882,0.029853197,0.029246317
two thousand thirty,one,0.026124954,0.025643395,0.025490852,0.025456475
two thousand thirty,two,0.030002652,0.035612017,0.038707517,0.040295046
two thousand thirty,three,0.028186442,0.029835057,0.030417213,0.030625287
two thousand thirty,four,0.027476005,0.029934376,0.030993288,0.031507663
two thousand thirty,five,0.026652833,0.029761884,0.031054651,0.03160374
two thousand thirty,six,0.026581861,0.024838654,0.024100445,0.023745373
two thousand thirty,seven,0.033783637,0.03156366,0.030994281,0.030845307
two thousand thirty,eight,0.027550042,0.02684663,0.027054813,0.027339548
two thousand thirty,nine,0.029491521,0.030436125,0.030949017,0.031291977
two thousand thirty,ten,0.045456883,0.041232627,0.039204374,0.038193997
two thousand thirty,eleven,0.0370408,0.032738797,0.030564575,0.029550154
two thousand thirty,twelve,0.025272837,0.025551878,0.025977384,0.026451401
two thousand thirty,thirteen,0.028763538,0.028884951,0.029099261,0.029182319
two thousand thirty,fourteen,0.02615231,0.027071232,0.02668602,0.026146716
two thousand thirty,fifteen,0.027448263,0.028782161,0.029725721,0.030238058
two thousand thirty,sixteen,0.028466217,0.02904547,0.02908043,0.029219415
two thousand thirty,seventeen,0.035631754,0.03211159,0.030674923,0.029988883
two thousand thirty,eighteen,0.032941192,0.03268601,0.03234025,0.032246217
two thousand thirty,nineteen,0.02829581,0.025371173,0.024329722,0.02395063
two thousand thirty,twenty,0.031833533,0.032013174,0.032052353,0.03210291
two thousand thirty,thirty,0.030052226,0.030204115,0.03035611,0.030389497
two thousand thirty,forty,0.02467634,0.02619288,0.027433962,0.028280795
two thousand thirty,fifty,0.028781492,0.03004616,0.030363904,0.030292258
two thousand thirty,sixty,0.03406029,0.032279555,0.031228455,0.030515837
two thousand thirty,seventy,0.032836195,0.035000287,0.03624444,0.03675553
two thousand thirty,eighty,0.034166478,0.03145045,0.030449096,0.030265495
two thousand thirty,ninety,0.0275041,0.027113004,0.026292104,0.02560857
two thousand thirty,hundred,0.03093755,0.030776503,0.030915229,0.031253356
two thousand thirty,thousand,0.025878884,0.030262228,0.032076005,0.032747924
two thousand thirty,<unk>,0.02689194,0.026970338,0.027166683,0.027396372
two thousand thirty,<start>,0.035688322,0.033981923,0.033304982,0.03292358
two thousand thirty,<end>,0.033428226,0.035049826,0.034818668,0.034343373
