,,Time_0,Time_1,Time_2
thirteen,<pad>,-0.2572475,-0.17776746,
thirteen,one,-0.17502916,-0.17726436,
thirteen,two,-0.24108756,-0.17776786,
thirteen,three,5.4885893,-0.17635277,
thirteen,four,-0.24216503,-0.1773232,
thirteen,five,0.36283398,-0.17423752,
thirteen,six,-0.2550978,-0.1776784,
thirteen,seven,-0.240329,-0.1776033,
thirteen,eight,-0.25088722,-0.17775083,
thirteen,nine,-0.2456998,-0.17778593,
thirteen,ten,-0.26072434,-0.17779447,
thirteen,eleven,-0.2610344,-0.17777051,
thirteen,twelve,-0.2612343,-0.17772707,
thirteen,thirteen,-0.2621735,-0.17780352,
thirteen,fourteen,-0.23294087,-0.17764695,
thirteen,fifteen,0.9508276,-0.16986977,
thirteen,sixteen,-0.22455138,-0.17762461,
thirteen,seventeen,-0.25786978,-0.1777558,
thirteen,eighteen,-0.26156023,-0.17779636,
thirteen,nineteen,-0.25027817,-0.17775373,
thirteen,twenty,-0.24240683,-0.17719911,
thirteen,thirty,0.29711866,-0.17005973,
thirteen,forty,-0.26037547,-0.17762747,
thirteen,fifty,-0.25307047,-0.17763174,
thirteen,sixty,-0.25773835,-0.1776741,
thirteen,seventy,-0.21058476,-0.17759703,
thirteen,eighty,-0.2523178,-0.17770211,
thirteen,ninety,-0.26093712,-0.17780113,
thirteen,hundred,-0.1857817,-0.16997008,
thirteen,thousand,-0.24415521,-0.17692786,
thirteen,<unk>,-0.2585594,-0.17776747,
thirteen,<start>,-0.26155844,-0.17780815,
thirteen,<end>,-0.2319746,5.6568403,
forty two,<pad>,-0.36265546,-0.30940953,-0.17769888
forty two,one,2.1518974,0.3495704,-0.1689318
forty two,two,1.533608,-0.25405008,-0.17657062
forty two,three,-0.34024578,-0.3083361,-0.17770353
forty two,four,4.679703,-0.05912286,-0.17569113
forty two,five,-0.2756116,-0.292072,-0.17635883
forty two,six,-0.32292223,-0.30476406,-0.1776819
forty two,seven,-0.2965787,-0.2999434,-0.17750832
forty two,eight,-0.30591446,-0.3030795,-0.17759961
forty two,nine,-0.30631396,-0.30874306,-0.17770568
forty two,ten,-0.36235654,-0.30975547,-0.17771448
forty two,eleven,-0.36321065,-0.31023785,-0.17769945
forty two,twelve,-0.35658813,-0.30583173,-0.17766915
forty two,thirteen,-0.36329487,-0.31047264,-0.17769895
forty two,fourteen,-0.27257666,-0.29829797,-0.17763051
forty two,fifteen,-0.15984872,-0.24682917,-0.1771508
forty two,sixteen,-0.3322995,-0.30448934,-0.17766573
forty two,seventeen,-0.35773337,-0.30859137,-0.1776698
forty two,eighteen,-0.3607225,-0.30959037,-0.17769784
forty two,nineteen,-0.32878432,-0.3050885,-0.17756104
forty two,twenty,1.0077809,0.07640421,-0.16516674
forty two,thirty,-0.33680266,-0.2955553,-0.17734797
forty two,forty,-0.19967896,-0.18687841,-0.17649856
forty two,fifty,-0.35922658,-0.30438292,-0.17761107
forty two,sixty,-0.3304332,-0.29444158,-0.17685857
forty two,seventy,-0.3221063,-0.3061741,-0.17761327
forty two,eighty,-0.345084,-0.3054955,-0.17769065
forty two,ninety,-0.36148515,-0.3102602,-0.17771336
forty two,hundred,-0.24800867,4.811215,-0.17768647
forty two,thousand,-0.31085414,0.13204958,-0.1776192
forty two,<unk>,-0.36402854,-0.3096789,-0.17770326
forty two,<start>,-0.36354792,-0.31068113,-0.1777186
forty two,<end>,-0.36407563,2.7030137,5.656836
