,,Time_0,Time_1,Time_2,Time_3
forty two,<pad>,-0.33131713,-0.38481927,-0.18001719,
forty two,one,1.0893109,1.3999724,-0.14188379,
forty two,two,-0.124255374,-0.3436668,-0.17836662,
forty two,three,-0.26886746,-0.36851808,-0.17993999,
forty two,four,3.6027884,3.4082687,-0.14674093,
forty two,five,-0.22155648,-0.2692766,-0.17767054,
forty two,six,-0.21594639,-0.3287817,-0.17988639,
forty two,seven,-0.300166,-0.36350298,-0.17984633,
forty two,eight,-0.29516736,-0.37159595,-0.17963229,
forty two,nine,-0.2949405,-0.36912462,-0.17951664,
forty two,ten,-0.33333427,-0.38610902,-0.180062,
forty two,eleven,-0.3335088,-0.3869032,-0.18007345,
forty two,twelve,-0.3307593,-0.38701266,-0.18006104,
forty two,thirteen,-0.33543423,-0.38675326,-0.18001595,
forty two,fourteen,-0.2878003,-0.3773693,-0.17988057,
forty two,fifteen,-0.27911368,-0.2842013,-0.17649974,
forty two,sixteen,-0.315792,-0.38316935,-0.17992169,
forty two,seventeen,-0.33408216,-0.38626814,-0.18003939,
forty two,eighteen,-0.33309257,-0.3860757,-0.18004997,
forty two,nineteen,-0.2683476,-0.3708608,-0.1798348,
forty two,twenty,4.022919,-0.15303887,-0.16654779,
forty two,thirty,-0.32674995,-0.32656705,-0.17883761,
forty two,forty,-0.06422675,-0.14452897,-0.175248,
forty two,fifty,-0.33045012,-0.36957526,-0.17966163,
forty two,sixty,-0.29436597,-0.25933728,-0.17789268,
forty two,seventy,-0.29060787,-0.32967034,-0.17845485,
forty two,eighty,-0.3054308,-0.37724322,-0.17991677,
forty two,ninety,-0.33489847,-0.38623995,-0.1800523,
forty two,hundred,-0.24237737,3.8699367,-0.18000835,
forty two,thousand,-0.3217634,-0.029760389,-0.18002264,
forty two,<unk>,-0.3297323,-0.38239634,-0.17997634,
forty two,<start>,-0.3357771,-0.38704965,-0.1800853,
forty two,<end>,-0.33515716,1.001238,5.6566434,
four hundred twenty,<pad>,-0.17901959,-0.18022117,-0.367882,-0.17864075
four hundred twenty,one,-0.16285712,-0.18013,-0.31884533,-0.17359194
four hundred twenty,two,-0.16586405,-0.18001322,0.04982354,-0.17664248
four hundred twenty,three,-0.16481201,-0.18008047,-0.35141137,-0.17863576
four hundred twenty,four,5.6567755,-0.17677858,0.10032043,-0.17524184
four hundred twenty,five,-0.1693335,-0.17828895,3.4243484,-0.14185978
four hundred twenty,six,-0.16071224,-0.1775981,-0.10300278,-0.1785314
four hundred twenty,seven,-0.17927504,-0.18018775,-0.3639217,-0.17871708
four hundred twenty,eight,-0.17939329,-0.18021666,-0.3643443,-0.17865254
four hundred twenty,nine,-0.17905454,-0.18022205,-0.35490102,-0.17857492
four hundred twenty,ten,-0.17943232,-0.18023184,-0.37055823,-0.17877787
four hundred twenty,eleven,-0.17941868,-0.18022515,-0.36548704,-0.17879319
four hundred twenty,twelve,-0.17937262,-0.18023217,-0.36780855,-0.1788013
four hundred twenty,thirteen,-0.17955446,-0.18023373,-0.37075263,-0.17876764
four hundred twenty,fourteen,-0.17920719,-0.18020613,-0.36028904,-0.1785486
four hundred twenty,fifteen,-0.17941724,-0.18019846,-0.3112461,-0.17778988
four hundred twenty,sixteen,-0.1788108,-0.18020721,-0.35391054,-0.17874803
four hundred twenty,seventeen,-0.1794584,-0.18023212,-0.36595535,-0.17852549
four hundred twenty,eighteen,-0.17948604,-0.18022646,-0.36735526,-0.17877354
four hundred twenty,nineteen,-0.1789502,-0.18020433,-0.36641875,-0.17881264
four hundred twenty,twenty,-0.17696546,-0.18007542,4.21579,-0.17817105
four hundred twenty,thirty,-0.1789851,-0.180097,-0.30970177,-0.17834897
four hundred twenty,forty,-0.1787532,-0.1801415,-0.32786217,-0.17848715
four hundred twenty,fifty,-0.17949708,-0.1796921,-0.061545692,-0.17645593
four hundred twenty,sixty,-0.17882168,-0.17933725,0.62991965,-0.17578937
four hundred twenty,seventy,-0.17684376,-0.17976682,0.010449364,-0.17283681
four hundred twenty,eighty,-0.1784362,-0.18020326,-0.35777947,-0.17865469
four hundred twenty,ninety,-0.17943227,-0.18022825,-0.36901504,-0.17880969
four hundred twenty,hundred,-0.17846398,5.656022,0.2368435,-0.17749035
four hundred twenty,thousand,-0.17858016,-0.07987571,-0.3381667,-0.17880183
four hundred twenty,<unk>,-0.17940088,-0.18021104,-0.3655516,-0.17864433
four hundred twenty,<start>,-0.17955266,-0.18022972,-0.3703625,-0.1788229
four hundred twenty,<end>,-0.17961368,-0.18022999,-0.3434196,5.65674
