,,Time_0,Time_1,Time_2,Time_3
five hundred,<pad>,-0.38924754,-0.19127358,-0.17781869,
five hundred,one,-0.2883679,-0.1907012,-0.17753707,
five hundred,two,1.5556225,-0.13928464,-0.16443351,
five hundred,three,0.15180591,-0.18871546,-0.17771633,
five hundred,four,1.1730925,-0.18919761,-0.17760648,
five hundred,five,2.7219067,-0.14392258,-0.17468551,
five hundred,six,4.2609615,-0.1769933,-0.17767529,
five hundred,seven,-0.38809824,-0.19101782,-0.17778948,
five hundred,eight,-0.3775327,-0.19061075,-0.17770427,
five hundred,nine,-0.38145712,-0.19098383,-0.17776686,
five hundred,ten,-0.3873154,-0.1912693,-0.17781474,
five hundred,eleven,-0.39091995,-0.19124582,-0.17782639,
five hundred,twelve,-0.39060566,-0.19134043,-0.17781803,
five hundred,thirteen,-0.39131978,-0.19118,-0.1777887,
five hundred,fourteen,-0.38772795,-0.19064707,-0.17764024,
five hundred,fifteen,-0.3835082,-0.19013862,-0.17735603,
five hundred,sixteen,-0.3629902,-0.1911908,-0.17778872,
five hundred,seventeen,-0.3891037,-0.19125861,-0.17780983,
five hundred,eighteen,-0.38931972,-0.19127297,-0.17781198,
five hundred,nineteen,-0.38471332,-0.19109458,-0.1778186,
five hundred,twenty,-0.38637793,-0.19120935,-0.17754498,
five hundred,thirty,-0.3539487,-0.1888255,-0.17761612,
five hundred,forty,-0.36234564,-0.19055854,-0.17770505,
five hundred,fifty,-0.36796257,-0.17064294,-0.1760051,
five hundred,sixty,-0.20488259,-0.14486808,-0.17527609,
five hundred,seventy,-0.24280186,-0.13970672,-0.16776556,
five hundred,eighty,-0.35663125,-0.19082034,-0.17773925,
five hundred,ninety,-0.39343166,-0.19129826,-0.17783359,
five hundred,hundred,-0.08988246,5.6543584,-0.17768641,
five hundred,thousand,-0.24673165,-0.101142734,-0.17781673,
five hundred,<unk>,-0.3882299,-0.19117765,-0.17780875,
five hundred,<start>,-0.39325038,-0.19133696,-0.177827,
five hundred,<end>,-0.3946847,-0.05943268,5.6568317,
five thousand,<pad>,-0.35162604,-0.18170509,-0.2728419,-0.17688914
five thousand,one,0.87120086,-0.1813523,-0.24513859,-0.17672206
five thousand,two,1.010435,-0.17955442,0.70858175,-0.1759055
five thousand,three,5.1813283,-0.17998065,-0.25585103,-0.17688948
five thousand,four,0.85697496,-0.18131548,-0.26461205,-0.17688951
five thousand,five,0.5011556,-0.15274327,5.3884683,-0.17557272
five thousand,six,0.22296128,-0.1718901,-0.13937098,-0.17687811
five thousand,seven,-0.34670082,-0.18147278,-0.2676507,-0.17688125
five thousand,eight,-0.35353753,-0.1815952,-0.2667342,-0.17686585
five thousand,nine,-0.32951045,-0.18162763,-0.26587698,-0.17688218
five thousand,ten,-0.34758946,-0.18168153,-0.27205607,-0.17689455
five thousand,eleven,-0.35500118,-0.18167566,-0.27145988,-0.17689578
five thousand,twelve,-0.35460857,-0.18172422,-0.27359733,-0.1769035
five thousand,thirteen,-0.3575307,-0.18169828,-0.2706906,-0.17687698
five thousand,fourteen,-0.3573414,-0.18166669,-0.26737902,-0.17686436
five thousand,fifteen,-0.34014076,-0.18151142,-0.24396661,-0.17683248
five thousand,sixteen,-0.3486749,-0.18167177,-0.2677474,-0.1768965
five thousand,seventeen,-0.35555345,-0.18170857,-0.27139023,-0.17689018
five thousand,eighteen,-0.3582729,-0.18169874,-0.27033377,-0.17689343
five thousand,nineteen,-0.34886017,-0.18158151,-0.27167428,-0.1768979
five thousand,twenty,-0.35085756,-0.18163927,-0.17008746,-0.17677483
five thousand,thirty,-0.3330097,-0.18124457,-0.24072915,-0.17685983
five thousand,forty,-0.32134715,-0.18135512,-0.23967905,-0.17678931
five thousand,fifty,-0.35376495,-0.18051617,-0.2101581,-0.17676488
five thousand,sixty,-0.3211705,-0.17913182,-0.16467609,-0.1767714
five thousand,seventy,-0.33563545,-0.18126403,-0.24413764,-0.17680717
five thousand,eighty,-0.3436196,-0.18164101,-0.26478407,-0.17688225
five thousand,ninety,-0.35998046,-0.18168566,-0.27234793,-0.17690028
five thousand,hundred,-0.3561806,-0.072915815,-0.16407125,-0.17642245
five thousand,thousand,0.4192464,5.655826,-0.19085686,-0.17687419
five thousand,<unk>,-0.35915506,-0.18169664,-0.27172622,-0.17688502
five thousand,<start>,-0.36122406,-0.18171193,-0.27377075,-0.17690127
five thousand,<end>,-0.362409,-0.18116844,1.268346,5.656854
