,,Time_0,Time_1,Time_2,Time_3
thirty six,<pad>,0.00056842266,5.269224e-05,,
thirty six,one,0.003720088,0.0016572777,,
thirty six,two,0.0033570684,0.00020416256,,
thirty six,three,0.64029205,0.004192311,,
thirty six,four,0.001826967,0.0004236477,,
thirty six,five,0.053438883,0.006314913,,
thirty six,six,0.015802564,0.0007489053,,
thirty six,seven,0.00033779655,0.00010840882,,
thirty six,eight,0.0013860379,0.000154802,,
thirty six,nine,0.0011161643,3.4937886e-05,,
thirty six,ten,0.00017591105,5.9166072e-05,,
thirty six,eleven,0.0001751771,4.5989156e-05,,
thirty six,twelve,0.00012462391,7.2221905e-05,,
thirty six,thirteen,4.5799596e-05,1.0061554e-05,,
thirty six,fourteen,0.00054482464,7.097369e-05,,
thirty six,fifteen,0.011857667,0.0022186453,,
thirty six,sixteen,0.010293738,0.0007069123,,
thirty six,seventeen,0.00037464144,5.8900965e-05,,
thirty six,eighteen,8.9299516e-05,2.1414984e-05,,
thirty six,nineteen,0.0011391853,0.00012640886,,
thirty six,twenty,0.002115704,0.000677656,,
thirty six,thirty,0.1839028,0.033474248,,
thirty six,forty,0.00067992887,0.00024001987,,
thirty six,fifty,0.0007478822,0.00037498976,,
thirty six,sixty,0.0042876606,0.0008893351,,
thirty six,seventy,0.0029814888,0.00065432844,,
thirty six,eighty,0.0019225721,0.00024528473,,
thirty six,ninety,0.00018268144,3.088473e-05,,
thirty six,hundred,0.05332565,0.099205844,,
thirty six,thousand,0.0020441301,0.002023883,,
thirty six,<unk>,0.00028561038,4.8313475e-05,,
thirty six,<start>,0.00013421691,1.4420254e-05,,
thirty six,<end>,0.00072263496,0.8448382,,
five hundred nine,<pad>,0.0010837504,1.8150713e-05,0.0008505962,1.0436067e-06
five hundred nine,one,0.028017804,0.00015681633,0.0109464545,9.666018e-05
five hundred nine,two,0.17757072,0.000278091,0.05891304,7.410634e-05
five hundred nine,three,0.21492441,0.00017989593,0.002954386,5.9434497e-06
five hundred nine,four,0.019132515,2.7404902e-05,0.0018381333,6.5065883e-06
five hundred nine,five,0.43729368,0.0008968429,0.20686439,0.00020641655
five hundred nine,six,0.046230834,0.00025551772,0.0047678417,2.208966e-06
five hundred nine,seven,0.00075017486,8.196075e-06,0.0012605265,4.99223e-06
five hundred nine,eight,0.0029968587,2.0170564e-05,0.0013839641,5.523518e-06
five hundred nine,nine,0.009209145,2.9263878e-05,0.0015086504,1.095788e-06
five hundred nine,ten,0.00065337785,1.5331749e-05,0.0012461357,1.2484944e-06
five hundred nine,eleven,0.0010570256,9.599277e-06,0.0009719404,2.7171238e-06
five hundred nine,twelve,0.00027058795,1.3231499e-05,0.0007909234,2.0784764e-06
five hundred nine,thirteen,0.0003686496,2.4299286e-06,0.00075000984,2.0721611e-06
five hundred nine,fourteen,0.000838653,1.635484e-05,0.0009787598,2.0206455e-06
five hundred nine,fifteen,0.0030766567,8.2107166e-05,0.004441524,1.526207e-05
five hundred nine,sixteen,0.0024216275,3.776053e-05,0.0017946636,2.5968375e-06
five hundred nine,seventeen,0.0008685586,9.5767555e-06,0.0011786743,4.2928277e-06
five hundred nine,eighteen,0.00077096274,1.0146993e-05,0.0015609582,1.2775386e-06
five hundred nine,nineteen,0.004035359,1.3642127e-05,0.0011181181,7.3623914e-06
five hundred nine,twenty,0.002883856,4.851013e-05,0.14162175,9.775422e-06
five hundred nine,thirty,0.011787158,0.00017137444,0.03488958,1.2958545e-05
five hundred nine,forty,0.0014336297,7.7472185e-05,0.010931216,6.0192124e-06
five hundred nine,fifty,0.0013996792,9.8340766e-05,0.020730793,1.3385316e-05
five hundred nine,sixty,0.0054166983,0.00026151378,0.27732736,2.0104686e-05
five hundred nine,seventy,0.0046943533,9.834958e-05,0.022897528,2.6579068e-05
five hundred nine,eighty,0.0038638385,3.187099e-05,0.0011884519,3.270277e-06
five hundred nine,ninety,0.0007156952,3.226398e-06,0.0004265266,6.85154e-07
five hundred nine,hundred,0.0064203017,0.9902194,0.009961722,3.2200492e-06
five hundred nine,thousand,0.008732757,0.0068406924,0.0017398251,3.875636e-06
five hundred nine,<unk>,0.00042984844,5.806448e-06,0.0009053655,1.8327823e-06
five hundred nine,<start>,0.00063071575,3.145974e-06,0.00050667685,6.8274136e-07
five hundred nine,<end>,2.0047375e-05,5.9713733e-05,0.17075345,0.9994522
