,,Time_0,Time_1
two,<pad>,-0.2096901,-0.1769781
two,one,0.19785358,-0.17568588
two,two,5.6411715,-0.17620805
two,three,-0.0888071,-0.17691804
two,four,-0.187066,-0.17689012
two,five,-0.16211706,-0.17673014
two,six,-0.103026755,-0.17677405
two,seven,-0.1641262,-0.17685536
two,eight,-0.08329566,-0.17672144
two,nine,-0.18443468,-0.17685172
two,ten,-0.2124591,-0.1769882
two,eleven,-0.20992737,-0.17697404
two,twelve,-0.21245794,-0.17697717
two,thirteen,-0.21235736,-0.17698942
two,fourteen,-0.20682633,-0.17692755
two,fifteen,-0.18826064,-0.17688575
two,sixteen,-0.20580184,-0.17689255
two,seventeen,-0.21289997,-0.17698699
two,eighteen,-0.21176893,-0.17699285
two,nineteen,-0.20024985,-0.17697635
two,twenty,-0.16819258,-0.17695996
two,thirty,-0.20173097,-0.17690715
two,forty,-0.18957432,-0.17676917
two,fifty,-0.20881695,-0.17685425
two,sixty,-0.2083287,-0.17664471
two,seventy,-0.19356053,-0.1768533
two,eighty,-0.17613189,-0.17688355
two,ninety,-0.21186943,-0.1769856
two,hundred,-0.2126696,-0.1755342
two,thousand,-0.1846617,-0.17632112
two,<unk>,-0.2128683,-0.17698176
two,<start>,-0.21142828,-0.17695533
two,<end>,-0.20361902,5.656854
eight,<pad>,-0.19416437,-0.17726241
eight,one,-0.17023021,-0.17595538
eight,two,-0.17191501,-0.1771273
eight,three,-0.18777417,-0.17715432
eight,four,-0.18015236,-0.17631812
eight,five,-0.18398814,-0.17698182
eight,six,-0.13974084,-0.1768718
eight,seven,-0.19051874,-0.17710806
eight,eight,5.651052,-0.17356525
eight,nine,0.060003743,-0.17561345
eight,ten,-0.19399127,-0.17726684
eight,eleven,-0.19222294,-0.17722037
eight,twelve,-0.19444636,-0.1772232
eight,thirteen,-0.19504623,-0.17725697
eight,fourteen,-0.19402742,-0.17713894
eight,fifteen,-0.18839578,-0.17718238
eight,sixteen,-0.1915613,-0.17710948
eight,seventeen,-0.1953945,-0.17726465
eight,eighteen,-0.1949887,-0.17726894
eight,nineteen,-0.18675531,-0.17724867
eight,twenty,-0.14363778,-0.17700456
eight,thirty,-0.18929598,-0.17717604
eight,forty,-0.19198464,-0.17716227
eight,fifty,-0.19332047,-0.17714997
eight,sixty,-0.18934536,-0.1766742
eight,seventy,-0.19039123,-0.17706665
eight,eighty,-0.11874174,-0.17682312
eight,ninety,-0.19489582,-0.17726383
eight,hundred,-0.1929661,-0.1733195
eight,thousand,-0.1865721,-0.17658775
eight,<unk>,-0.19490676,-0.17725447
eight,<start>,-0.19478813,-0.177231
eight,<end>,-0.18489651,5.656852
