,,Time_0,Time_1,Time_2,Time_3,Time_4
one hundred five,<pad>,0.033024784,0.03590952,0.036956627,0.03742958,
one hundred five,one,0.027179616,0.027796546,0.027500233,0.027228871,
one hundred five,two,0.03551382,0.035719752,0.035722606,0.03600741,
one hundred five,three,0.033404645,0.033702284,0.034048002,0.034360215,
one hundred five,four,0.026191834,0.026921187,0.027782168,0.028476363,
one hundred five,five,0.025861073,0.026530186,0.027368128,0.02796,
one hundred five,six,0.039291125,0.035639577,0.033569906,0.03238958,
one hundred five,seven,0.02945459,0.030802166,0.032082446,0.032856915,
one hundred five,eight,0.02888674,0.02724734,0.026261836,0.025687048,
one hundred five,nine,0.033981986,0.033868324,0.03359718,0.033437278,
one hundred five,ten,0.027693199,0.029666018,0.030385159,0.030681292,
one hundred five,eleven,0.033114266,0.03387676,0.03330006,0.03249282,
one hundred five,twelve,0.033875726,0.038412612,0.04122019,0.04272381,
one hundred five,thirteen,0.035404183,0.035521854,0.035618644,0.035701834,
one hundred five,fourteen,0.031322233,0.03155271,0.03134067,0.03125916,
one hundred five,fifteen,0.025068676,0.02516914,0.024803402,0.024443084,
one hundred five,sixteen,0.031201178,0.027595596,0.026420496,0.026036797,
one hundred five,seventeen,0.026213696,0.024938399,0.024236687,0.023729319,
one hundred five,eighteen,0.029376037,0.03154263,0.033093173,0.03413975,
one hundred five,nineteen,0.032289356,0.033774808,0.034519233,0.035018936,
one hundred five,twenty,0.028905813,0.030987194,0.03178259,0.032089014,
one hundred five,thirty,0.034885235,0.032899167,0.03157159,0.030835249,
one hundred five,forty,0.01973076,0.018673658,0.018471422,0.018424593,
one hundred five,fifty,0.024956157,0.026663741,0.027365105,0.027642986,
one hundred five,sixty,0.025198042,0.03027245,0.033427503,0.03511832,
one hundred five,seventy,0.033830125,0.032559406,0.032149803,0.031923518,
one hundred five,eighty,0.025587633,0.0261712,0.026426781,0.026708316,
one hundred five,ninety,0.026154289,0.025010714,0.024226414,0.023600064,
one hundred five,hundred,0.031081477,0.03251856,0.03342954,0.03403339,
one hundred five,thousand,0.03679721,0.033237927,0.031140912,0.029863877,
one hundred five,<unk>,0.040574744,0.035372242,0.03262974,0.03111236,
one hundred five,<start>,0.029626833,0.024874905,0.022707853,0.021626586,
one hundred five,<end>,0.02432295,0.02457151,0.024843838,0.024961613,
one hundred twenty five,<pad>,0.032196704,0.035566177,0.036724553,0.037093725,0.03714704
one hundred twenty five,one,0.025674917,0.026573671,0.026312659,0.026080428,0.02595419
one hundred twenty five,two,0.036261868,0.03674089,0.03665675,0.036828578,0.037077002
one hundred twenty five,three,0.03362411,0.034056325,0.034722485,0.035235077,0.03556706
one hundred twenty five,four,0.02699335,0.02668934,0.02716342,0.027703289,0.0281385
one hundred twenty five,five,0.02563328,0.026230367,0.027151672,0.027873656,0.028364362
one hundred twenty five,six,0.040230494,0.036676593,0.034531027,0.03326727,0.03253205
one hundred twenty five,seven,0.030134609,0.03159712,0.033218708,0.034289062,0.03495254
one hundred twenty five,eight,0.028261987,0.025872577,0.024532003,0.023785874,0.02335972
one hundred twenty five,nine,0.032736473,0.032774284,0.03225535,0.031866357,0.031615984
one hundred twenty five,ten,0.028397882,0.030650165,0.03157649,0.031971898,0.032097608
one hundred twenty five,eleven,0.033799335,0.034787327,0.03416103,0.0332667,0.03251942
one hundred twenty five,twelve,0.03417886,0.039307095,0.04235456,0.04386294,0.044570077
one hundred twenty five,thirteen,0.034037214,0.034053713,0.034108985,0.03418371,0.034238536
one hundred twenty five,fourteen,0.030510271,0.03159397,0.031836666,0.031998277,0.032124326
one hundred twenty five,fifteen,0.024620704,0.024144206,0.023480613,0.022964401,0.02262417
one hundred twenty five,sixteen,0.030980555,0.027045025,0.025750754,0.025343524,0.025278
one hundred twenty five,seventeen,0.027619902,0.025966756,0.025091467,0.024455082,0.024035173
one hundred twenty five,eighteen,0.028678695,0.031539448,0.03352943,0.03489856,0.03576293
one hundred twenty five,nineteen,0.03131592,0.033728115,0.03497682,0.035787042,0.036313195
one hundred twenty five,twenty,0.029403795,0.030768465,0.031203603,0.031384047,0.03147242
one hundred twenty five,thirty,0.033487033,0.0327967,0.032097686,0.03166273,0.031374965
one hundred twenty five,forty,0.019372832,0.018225303,0.018182911,0.018306823,0.018404614
one hundred twenty five,fifty,0.024755102,0.025938353,0.026172183,0.026120527,0.025971537
one hundred twenty five,sixty,0.025521768,0.030618323,0.033774845,0.035484344,0.03643446
one hundred twenty five,seventy,0.034912977,0.03329657,0.032773305,0.032468095,0.032313377
one hundred twenty five,eighty,0.026425084,0.027417203,0.02798143,0.028450476,0.028807122
one hundred twenty five,ninety,0.025141621,0.023342585,0.022326002,0.021617202,0.021166245
one hundred twenty five,hundred,0.030570216,0.031836417,0.032588776,0.033162855,0.033563145
one hundred twenty five,thousand,0.035897166,0.032356758,0.030367695,0.02912825,0.028398292
one hundred twenty five,<unk>,0.043157637,0.037571516,0.03460932,0.03298277,0.032065123
one hundred twenty five,<start>,0.030509727,0.025378762,0.022970246,0.021741724,0.021082662
one hundred twenty five,<end>,0.024957882,0.024859874,0.024816431,0.024734614,0.02467411
