,,Time_0,Time_1,Time_2
fifty three,<pad>,0.032164145,0.035654638,0.0371188
fifty three,one,0.029466927,0.0307661,0.030619185
fifty three,two,0.03306602,0.033735175,0.03406396
fifty three,three,0.03407585,0.03334688,0.03340056
fifty three,four,0.025479,0.02590216,0.02636991
fifty three,five,0.024723414,0.025108304,0.025991946
fifty three,six,0.03754501,0.033344552,0.031159166
fifty three,seven,0.02878196,0.030211344,0.031511698
fifty three,eight,0.028758738,0.026933242,0.025980249
fifty three,nine,0.03189598,0.03083423,0.03028766
fifty three,ten,0.027732424,0.029869152,0.03067127
fifty three,eleven,0.035430416,0.03721314,0.03655639
fifty three,twelve,0.0348808,0.041066952,0.045305323
fifty three,thirteen,0.029825285,0.031100318,0.031578984
fifty three,fourteen,0.032484796,0.031380653,0.030361239
fifty three,fifteen,0.022918014,0.02245475,0.02199946
fifty three,sixteen,0.03789975,0.033303704,0.032007962
fifty three,seventeen,0.027643625,0.02606825,0.025005305
fifty three,eighteen,0.03126833,0.034630276,0.036874883
fifty three,nineteen,0.031744868,0.03428659,0.035868455
fifty three,twenty,0.031133005,0.032331683,0.03285845
fifty three,thirty,0.035788935,0.033399306,0.031873412
fifty three,forty,0.019511042,0.018190036,0.017854525
fifty three,fifty,0.025925342,0.027937908,0.028646829
fifty three,sixty,0.025736298,0.03035128,0.033221822
fifty three,seventy,0.031491622,0.032229427,0.03275587
fifty three,eighty,0.025021177,0.025698131,0.025911713
fifty three,ninety,0.025126819,0.022973862,0.021780312
fifty three,hundred,0.028041681,0.029183716,0.029803095
fifty three,thousand,0.038126156,0.03426661,0.031885512
fifty three,<unk>,0.041475207,0.036231153,0.033027496
fifty three,<start>,0.029155567,0.02376251,0.02120839
fifty three,<end>,0.025681706,0.026233902,0.026440201
eighty,<pad>,0.031379733,0.034943722,
eighty,one,0.029571392,0.030035505,
eighty,two,0.0315958,0.030978031,
eighty,three,0.03349894,0.034414288,
eighty,four,0.02338157,0.024395047,
eighty,five,0.023709556,0.024684949,
eighty,six,0.037300218,0.031909615,
eighty,seven,0.029314894,0.030741543,
eighty,eight,0.031256888,0.031222211,
eighty,nine,0.034361396,0.035759293,
eighty,ten,0.028116943,0.030063605,
eighty,eleven,0.03605724,0.037490137,
eighty,twelve,0.030619109,0.03633833,
eighty,thirteen,0.032471996,0.034312367,
eighty,fourteen,0.0315706,0.031813398,
eighty,fifteen,0.02419854,0.024381584,
eighty,sixteen,0.03441119,0.031313308,
eighty,seventeen,0.025295762,0.023856575,
eighty,eighteen,0.03188741,0.033967834,
eighty,nineteen,0.032646764,0.03318203,
eighty,twenty,0.031083548,0.03374845,
eighty,thirty,0.037826747,0.03447022,
eighty,forty,0.021345062,0.019348335,
eighty,fifty,0.02604967,0.027566439,
eighty,sixty,0.023510255,0.029240279,
eighty,seventy,0.031712547,0.029605942,
eighty,eighty,0.02368995,0.022017384,
eighty,ninety,0.025421025,0.024453036,
eighty,hundred,0.03053904,0.03163279,
eighty,thousand,0.041285086,0.03697595,
eighty,<unk>,0.03968974,0.03466482,
eighty,<start>,0.031698428,0.026510565,
eighty,<end>,0.02350298,0.023962513,
