,,Time_0,Time_1,Time_2
seventeen,<pad>,0.028676542,0.029355587,
seventeen,one,0.035544008,0.035555843,
seventeen,two,0.02637599,0.02585197,
seventeen,three,0.035375386,0.03906231,
seventeen,four,0.038539525,0.034602214,
seventeen,five,0.033910435,0.032031465,
seventeen,six,0.031293042,0.029072355,
seventeen,seven,0.020033037,0.02375248,
seventeen,eight,0.024385715,0.02238808,
seventeen,nine,0.030067943,0.03012551,
seventeen,ten,0.03799618,0.039123047,
seventeen,eleven,0.034304354,0.030978888,
seventeen,twelve,0.025216596,0.02611599,
seventeen,thirteen,0.026999827,0.027408447,
seventeen,fourteen,0.033578556,0.031123612,
seventeen,fifteen,0.030761939,0.03392503,
seventeen,sixteen,0.029553602,0.030052528,
seventeen,seventeen,0.032262325,0.029634468,
seventeen,eighteen,0.036812864,0.041739296,
seventeen,nineteen,0.02858153,0.027107583,
seventeen,twenty,0.027391301,0.02844244,
seventeen,thirty,0.0387047,0.038007434,
seventeen,forty,0.031140992,0.03491684,
seventeen,fifty,0.032359295,0.03363758,
seventeen,sixty,0.029330678,0.0299001,
seventeen,seventy,0.02599086,0.02584093,
seventeen,eighty,0.027364098,0.026082221,
seventeen,ninety,0.03235078,0.029651936,
seventeen,hundred,0.027826585,0.02725486,
seventeen,thousand,0.029813554,0.029281693,
seventeen,<unk>,0.027317869,0.025333341,
seventeen,<start>,0.023173345,0.02427897,
seventeen,<end>,0.026966482,0.028364932,
twenty one,<pad>,0.02607254,0.028348237,0.02983675
twenty one,one,0.033749543,0.035094593,0.035965376
twenty one,two,0.026452618,0.026133968,0.025865495
twenty one,three,0.034622163,0.036978766,0.03828403
twenty one,four,0.03513271,0.03312522,0.03263841
twenty one,five,0.034995776,0.033381693,0.032852545
twenty one,six,0.032796618,0.03101953,0.029815763
twenty one,seven,0.021874024,0.026139092,0.028413631
twenty one,eight,0.024522945,0.02240809,0.021105908
twenty one,nine,0.029271392,0.028592497,0.028311852
twenty one,ten,0.039112754,0.03876622,0.037849877
twenty one,eleven,0.032693926,0.029377295,0.02810063
twenty one,twelve,0.02688367,0.026736509,0.026560163
twenty one,thirteen,0.030500405,0.030376475,0.030046498
twenty one,fourteen,0.035392307,0.03311628,0.031664856
twenty one,fifteen,0.026968226,0.029399555,0.03060976
twenty one,sixteen,0.029364623,0.030376807,0.03149629
twenty one,seventeen,0.034304716,0.0315425,0.030766282
twenty one,eighteen,0.03711373,0.041472543,0.043642163
twenty one,nineteen,0.029137274,0.028336778,0.028619383
twenty one,twenty,0.028052447,0.029433083,0.029562214
twenty one,thirty,0.03613804,0.03468178,0.03322508
twenty one,forty,0.029516097,0.032243844,0.033361133
twenty one,fifty,0.03281989,0.034272213,0.035064496
twenty one,sixty,0.030614128,0.030721765,0.030512128
twenty one,seventy,0.02883042,0.0288367,0.028631764
twenty one,eighty,0.02706393,0.027255787,0.027261902
twenty one,ninety,0.03347758,0.030248605,0.028691001
twenty one,hundred,0.02595729,0.0244141,0.02401579
twenty one,thousand,0.027762225,0.026681244,0.026364341
twenty one,<unk>,0.025761103,0.025328914,0.025579846
twenty one,<start>,0.025975574,0.027416665,0.027655842
twenty one,<end>,0.027069414,0.027742807,0.027628774
