,,Time_0,Time_1,Time_2,Time_3
sixty seven,<pad>,-0.49646065,-0.2625627,,
sixty seven,one,-0.11928311,-0.25660166,,
sixty seven,two,0.7730978,-0.25942242,,
sixty seven,three,-0.3837842,-0.2581898,,
sixty seven,four,-0.09887348,-0.21647622,,
sixty seven,five,2.5710971,-0.24726507,,
sixty seven,six,4.4221992,-0.25769055,,
sixty seven,seven,-0.44138446,-0.25632146,,
sixty seven,eight,-0.0017050054,-0.2601764,,
sixty seven,nine,-0.14607415,-0.2618962,,
sixty seven,ten,-0.49632052,-0.26420486,,
sixty seven,eleven,-0.49473614,-0.2643842,,
sixty seven,twelve,-0.49036142,-0.2640085,,
sixty seven,thirteen,-0.48634666,-0.2636131,,
sixty seven,fourteen,-0.37776515,-0.26240453,,
sixty seven,fifteen,-0.23050424,-0.25364146,,
sixty seven,sixteen,1.4976838,-0.24711072,,
sixty seven,seventeen,-0.4568784,-0.26369384,,
sixty seven,eighteen,-0.4995994,-0.26423383,,
sixty seven,nineteen,-0.36189952,-0.25974032,,
sixty seven,twenty,-0.1539085,-0.24879248,,
sixty seven,thirty,-0.36297703,-0.24219517,,
sixty seven,forty,-0.18775442,-0.24657845,,
sixty seven,fifty,-0.4905485,-0.25843263,,
sixty seven,sixty,0.054842055,-0.21531102,,
sixty seven,seventy,-0.040464655,-0.23936364,,
sixty seven,eighty,-0.12254507,-0.25899446,,
sixty seven,ninety,-0.4903954,-0.26348522,,
sixty seven,hundred,0.022692682,3.7190518,,
sixty seven,thousand,-0.45949987,-0.21737057,,
sixty seven,<unk>,-0.47359502,-0.26408288,,
sixty seven,<start>,-0.48206842,-0.26428542,,
sixty seven,<end>,-0.49587926,4.1434784,,
six hundred seventy,<pad>,-0.26797143,-0.18043457,-0.22346905,-0.1768031
six hundred seventy,one,-0.19232216,-0.1802958,-0.22235604,-0.17679507
six hundred seventy,two,0.5929894,-0.17902099,-0.20891783,-0.17676955
six hundred seventy,three,0.15611875,-0.17935789,-0.22296059,-0.1768004
six hundred seventy,four,0.41373223,-0.178534,-0.21823792,-0.17679174
six hundred seventy,five,0.3292076,-0.17864057,-0.21585856,-0.17678274
six hundred seventy,six,5.526169,-0.17878367,-0.22233227,-0.17680189
six hundred seventy,seven,-0.2640314,-0.18038087,-0.22334743,-0.17680073
six hundred seventy,eight,-0.260522,-0.18042418,-0.22364885,-0.1768036
six hundred seventy,nine,-0.26201406,-0.18043676,-0.22367154,-0.17680378
six hundred seventy,ten,-0.26823184,-0.18042846,-0.22361948,-0.17680341
six hundred seventy,eleven,-0.26833722,-0.18045688,-0.22376996,-0.17680384
six hundred seventy,twelve,-0.26758143,-0.18045065,-0.22365884,-0.17680353
six hundred seventy,thirteen,-0.26366487,-0.18031295,-0.22294092,-0.1768025
six hundred seventy,fourteen,-0.26619762,-0.18038914,-0.22330867,-0.17680247
six hundred seventy,fifteen,-0.2614005,-0.18036826,-0.22336966,-0.1768035
six hundred seventy,sixteen,-0.2594811,-0.18033326,-0.2235006,-0.17680319
six hundred seventy,seventeen,-0.2673563,-0.1804288,-0.22370592,-0.17680384
six hundred seventy,eighteen,-0.2681002,-0.18044667,-0.22337139,-0.17680234
six hundred seventy,nineteen,-0.264381,-0.18043773,-0.22373885,-0.17680375
six hundred seventy,twenty,-0.2620615,-0.18018828,-0.21946354,-0.17680302
six hundred seventy,thirty,-0.26336244,-0.18020263,-0.2233791,-0.17680332
six hundred seventy,forty,-0.22903875,-0.1799312,-0.2206756,-0.17680149
six hundred seventy,fifty,-0.26669005,-0.18012433,-0.22176044,-0.17680098
six hundred seventy,sixty,-0.25558862,-0.17995915,-0.21934554,-0.1768004
six hundred seventy,seventy,-0.059329767,-0.09641949,5.4161167,-0.17604272
six hundred seventy,eighty,-0.251409,-0.18037209,-0.2229518,-0.17680289
six hundred seventy,ninety,-0.267743,-0.1803868,-0.22337815,-0.17680341
six hundred seventy,hundred,-0.21067299,5.656244,-0.21721324,-0.1768003
six hundred seventy,thousand,-0.24863477,-0.15858477,-0.22344159,-0.17680354
six hundred seventy,<unk>,-0.26656836,-0.18043648,-0.22360814,-0.17680344
six hundred seventy,<start>,-0.2666177,-0.1804434,-0.22366527,-0.17680357
six hundred seventy,<end>,-0.2689066,-0.17883348,1.4625499,5.6568537
