,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,seven thirteen thousand,18,1.png,two hundred sixty,thirteen thirteen thousand,20,1
1,one hundred,2.png,seven seventeen,11,3.png,one thousand,two two,10,0
2,sixty seven,4.png,two thousand,11,5.png,six hundred seventy,two thousand thousand,18,1
3,one thousand two,6.png,two two thousand,10,7.png,one thousand twenty,two two thousand,10,0
4,twenty one,8.png,two two,6,9.png,two hundred one,seven thirteen thousand,17,1
5,one hundred five,10.png,two thousand thousand,16,11.png,one hundred twenty five,two two thousand thousand,19,1
6,three hundred five,12.png,two twenty twenty,16,13.png,three hundred fifty,two twenty twenty,16,0
7,forty two,14.png,two two,5,15.png,four hundred two,two thousand thousand,16,1
8,five,16.png,two,4,17.png,fifteen,two,4,0
9,eleven,18.png,two,6,19.png,twenty four,two two,7,1
10,two,20.png,two,0,21.png,eight,seven,5,1
11,twenty five,22.png,two two,8,23.png,four hundred five,two thousand thousand,17,1
12,sixty two,24.png,two thirteen,10,25.png,six hundred two,thirteen thirteen thousand,21,1
13,twenty one,26.png,two two,6,27.png,two hundred ten,thirteen thirteen thousand,19,1
14,twenty four,28.png,two two,7,29.png,two hundred four,seven thousand thousand,17,1
15,seventeen,30.png,two,8,31.png,twenty one,two two,8,0
16,thirty five,32.png,two two,9,33.png,three hundred five,two twenty twenty,13,1
17,forty seven,34.png,two two,10,35.png,four hundred seventy,two thousand thousand,17,1
18,nineteen,36.png,two,7,37.png,one hundred nine,two thousand thousand,18,1
19,sixteen,38.png,two,6,39.png,one hundred six,seven thousand thousand,20,1
20,fifty three,40.png,two thousand,11,41.png,eighty,thirteen,9,0
21,two hundred sixteen,42.png,two thirteen thousand,13,43.png,two hundred sixty one,seven thousand thousand thousand,24,1
22,four hundred twelve,44.png,two two thousand,18,45.png,four hundred twenty one,two two thousand thousand,19,1
23,six,46.png,two,3,47.png,thirteen,two,3,0
