,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,hundred three three,15,1.png,two hundred sixty,hundred <start> <start>,18,1
1,one hundred,2.png,seven <start>,10,3.png,one thousand,<start> <start>,13,1
2,sixty seven,4.png,seven <start>,10,5.png,six hundred seventy,seven <start> <start>,17,1
3,one thousand two,6.png,<start> <start> <start>,18,7.png,one thousand twenty,<start> <start> <start>,18,0
4,twenty one,8.png,thousand <start>,14,9.png,two hundred one,hundred <start> <start>,20,1
5,one hundred five,10.png,three <start> <start>,17,11.png,one hundred twenty five,three three <start> <start>,22,1
6,three hundred five,12.png,three three three,9,13.png,three hundred fifty,three three three,9,0
7,forty two,14.png,thousand <start>,13,15.png,four hundred two,<start> <start> <start>,19,1
8,five,16.png,thousand,8,17.png,fifteen,thousand,8,0
9,eleven,18.png,<start>,7,19.png,twenty four,thousand <start>,15,1
10,two,20.png,thousand,6,21.png,eight,seventeen,8,1
11,twenty five,22.png,three three,9,23.png,four hundred five,three three <start>,15,1
12,sixty two,24.png,seven hundred,11,25.png,six hundred two,hundred <start> <start>,19,1
13,twenty one,26.png,thousand <start>,14,27.png,two hundred ten,hundred <start> <start>,20,1
14,twenty four,28.png,thousand <start>,13,29.png,two hundred four,three <start> <start>,16,1
15,seventeen,30.png,ninety,7,31.png,twenty one,thousand <start>,14,1
16,thirty five,32.png,three three,7,33.png,three hundred five,three three three,12,1
17,forty seven,34.png,ninety <start>,10,35.png,four hundred seventy,<start> <start> <start>,19,1
18,nineteen,36.png,seven,5,37.png,one hundred nine,seven <start> <start>,19,1
19,sixteen,38.png,seven,4,39.png,one hundred six,hundred <start> <start>,21,1
20,fifty three,40.png,three three,5,41.png,eighty,seven,10,1
21,two hundred sixteen,42.png,hundred <start> <start>,17,43.png,two hundred sixty one,three <start> <start> <start>,23,1
22,four hundred twelve,44.png,<start> <start> <start>,19,45.png,four hundred twenty one,three <start> <start> <start>,25,1
23,six,46.png,seven,4,47.png,thirteen,thousand,7,1
