,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,twelve twelve,10,1.png,eight hundred seven,twelve twelve fifteen,15,1
1,sixty four,2.png,twelve twelve,12,3.png,six hundred four,twelve twelve twelve,18,1
2,eighty five,4.png,twelve twelve,10,5.png,eight hundred fifty,thirty twelve twelve,15,1
3,thirty six,6.png,twelve twelve,11,7.png,three hundred six,twelve twelve twelve,17,1
4,twelve,8.png,twelve,0,9.png,twenty two,twelve twelve,7,1
5,four hundred,10.png,twelve twelve,12,11.png,four thousand,twelve twelve,12,0
6,seventy six,12.png,twelve twelve,9,13.png,seven hundred sixty,twelve twelve twelve,15,1
7,thirty one,14.png,twelve twelve,10,15.png,three hundred one,twelve twelve twelve,16,1
8,eighty nine,16.png,twelve twelve,11,17.png,eight hundred nine,twelve twelve twelve,16,1
9,three hundred seven,18.png,twelve thirty thirty,16,19.png,three hundred sixty seven,twelve thirty fifteen fifteen,21,1
10,thirteen,20.png,twelve,6,21.png,forty two,twelve twelve,10,1
11,five hundred eight,22.png,twelve twelve twelve,16,23.png,five hundred eighty,thirty twelve twelve,17,1
12,two thousand three,24.png,twelve twelve twelve,15,25.png,two thousand thirty,twelve twelve twelve,15,0
13,three hundred six,26.png,twelve twelve twelve,16,27.png,three hundred sixty,twelve twelve twelve,16,0
14,seven,28.png,twelve,4,29.png,eighteen,twelve,4,0
15,five,30.png,twelve,4,31.png,eight,thousand,8,1
16,five hundred,32.png,thirty twelve,11,33.png,five thousand,twelve twelve,10,0
17,thirty six,34.png,twelve twelve,11,35.png,five hundred nine,twelve thirty thirty,12,1
18,forty two,36.png,twelve twelve,10,37.png,four hundred twenty,twelve twelve twelve,16,1
19,twenty seven,38.png,twelve twelve,7,39.png,two hundred seven,twelve twelve twelve,13,1
20,six hundred eight,40.png,thirty twelve twelve,17,41.png,six hundred fifty eight,thirty twelve twelve fifteen,23,1
21,seventeen,42.png,twelve,7,43.png,twenty eight,twelve twelve,8,1
22,five hundred sixty seven,44.png,twelve thirty fifteen fifteen,20,45.png,five hundred seventy six,twelve twelve fifteen fifteen,20,0
23,one,46.png,twelve,5,47.png,nine,thirty,6,1
