,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eighty eleven <unk>,17,1.png,two hundred sixty,eighty <unk> <unk>,15,0
1,one hundred,2.png,eighty <unk>,11,3.png,one thousand,twenty twenty,11,0
2,sixty seven,4.png,twenty seventy,6,5.png,six hundred seventy,eighty seventy <unk>,11,1
3,one thousand two,6.png,twenty eleven eleven,17,7.png,one thousand twenty,twenty eleven eleven,17,0
4,twenty one,8.png,twenty <unk>,4,9.png,two hundred one,eighty <unk> <unk>,14,1
5,one hundred five,10.png,eighty <unk> <unk>,16,11.png,one hundred twenty five,twenty <unk> <unk> <unk>,19,1
6,three hundred five,12.png,eighty sixty sixty,17,13.png,three hundred fifty,eighty <unk> <unk>,16,0
7,forty two,14.png,twenty twenty,8,15.png,four hundred two,twenty twenty <unk>,14,1
8,five,16.png,twenty,6,17.png,fifteen,twenty,6,0
9,eleven,18.png,eleven,0,19.png,twenty four,twenty twenty,10,1
10,two,20.png,twenty,4,21.png,eight,seventy,7,1
11,twenty five,22.png,twenty <unk>,5,23.png,four hundred five,twenty twenty twenty,12,1
12,sixty two,24.png,eighty <unk>,8,25.png,six hundred two,eighty <unk> <unk>,14,1
13,twenty one,26.png,twenty <unk>,4,27.png,two hundred ten,eighty <unk> <unk>,14,1
14,twenty four,28.png,twenty twenty,6,29.png,two hundred four,twenty twenty <unk>,11,1
15,seventeen,30.png,twenty,6,31.png,twenty one,twenty <unk>,9,1
16,thirty five,32.png,twenty eight,7,33.png,three hundred five,eighty sixty sixty,12,1
17,forty seven,34.png,twenty twenty,9,35.png,four hundred seventy,twenty twenty seventy,13,1
18,nineteen,36.png,eighty,6,37.png,one hundred nine,eighty <unk> <unk>,15,1
19,sixteen,38.png,eighty,6,39.png,one hundred six,eighty <unk> <unk>,15,1
20,fifty three,40.png,twenty eight,9,41.png,eighty,eighty,9,1
21,two hundred sixteen,42.png,twenty seventy <unk>,17,43.png,two hundred sixty one,twenty <unk> <unk> <unk>,18,1
22,four hundred twelve,44.png,twenty twenty <unk>,19,45.png,four hundred twenty one,twenty twenty <unk> <unk>,23,1
23,six,46.png,eighty,5,47.png,thirteen,twenty,6,1
