,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eighteen one one,14,1.png,two hundred sixty,eighteen one one,14,0
1,one hundred,2.png,one one,5,3.png,one thousand,ninety one,9,1
2,sixty seven,4.png,one one,9,5.png,six hundred seventy,one one one,10,1
3,one thousand two,6.png,ninety one one,12,7.png,one thousand twenty,one one one,9,0
4,twenty one,8.png,eighteen one,7,9.png,two hundred one,one one one,6,0
5,one hundred five,10.png,one one one,8,11.png,one hundred twenty five,eighteen thirteen thirteen thirteen,26,1
6,three hundred five,12.png,eighteen one thirteen,16,13.png,three hundred fifty,eighteen one thirteen,16,0
7,forty two,14.png,eighteen thirteen,14,15.png,four hundred two,one one one,10,0
8,five,16.png,eighteen,6,17.png,fifteen,eighteen,6,0
9,eleven,18.png,eighteen,5,19.png,twenty four,one one,5,0
10,two,20.png,eighteen,7,21.png,eight,one,3,0
11,twenty five,22.png,eighteen thirteen,12,23.png,four hundred five,one one one,9,0
12,sixty two,24.png,eighteen one,9,25.png,six hundred two,eighteen one one,12,1
13,twenty one,26.png,eighteen one,7,27.png,two hundred ten,one one one,6,0
14,twenty four,28.png,one one,8,29.png,two hundred four,one one one,9,1
15,seventeen,30.png,one,7,31.png,twenty one,eighteen one,8,1
16,thirty five,32.png,one thirteen,10,33.png,three hundred five,eighteen one thirteen,17,1
17,forty seven,34.png,one one,8,35.png,four hundred seventy,one one one,9,1
18,nineteen,36.png,one,6,37.png,one hundred nine,one one one,8,1
19,sixteen,38.png,eighteen,3,39.png,one hundred six,eighteen one one,11,1
20,fifty three,40.png,one thirteen,8,41.png,eighty,one,10,1
21,two hundred sixteen,42.png,eighteen one one,16,43.png,two hundred sixty one,one one one one,15,0
22,four hundred twelve,44.png,one one thirteen,14,45.png,four hundred twenty one,one one thirteen thirteen,18,1
23,six,46.png,one,3,47.png,thirteen,eighteen,7,1
