,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eight two two,13,1.png,two hundred sixty,eight two two,13,0
1,one hundred,2.png,ninety two,10,3.png,one thousand,eight two,10,0
2,sixty seven,4.png,ninety two,8,5.png,six hundred seventy,ninety two two,10,1
3,one thousand two,6.png,eight two two,10,7.png,one thousand twenty,eight two two,10,0
4,twenty one,8.png,nine two,8,9.png,two hundred one,ninety two two,10,1
5,one hundred five,10.png,ninety two two,14,11.png,one hundred twenty five,eight two two two,16,1
6,three hundred five,12.png,ninety two two,16,13.png,three hundred fifty,ninety two two,16,0
7,forty two,14.png,eleven eleven,12,15.png,four hundred two,ninety two two,8,0
8,five,16.png,ninety,4,17.png,fifteen,ninety,4,0
9,eleven,18.png,twelve,4,19.png,twenty four,ninety two,9,1
10,two,20.png,eleven,6,21.png,eight,eleven,6,0
11,twenty five,22.png,ninety two,8,23.png,four hundred five,eight two two,12,1
12,sixty two,24.png,ninety two,3,25.png,six hundred two,ninety two two,7,1
13,twenty one,26.png,nine two,8,27.png,two hundred ten,ninety two two,10,1
14,twenty four,28.png,ninety two,8,29.png,two hundred four,eight two two,11,1
15,seventeen,30.png,eleven,5,31.png,twenty one,nine two,7,1
16,thirty five,32.png,ninety ninety,8,33.png,three hundred five,ninety two two,11,1
17,forty seven,34.png,eleven eleven,8,35.png,four hundred seventy,ninety two two,11,1
18,nineteen,36.png,ninety,3,37.png,one hundred nine,ninety two two,9,1
19,sixteen,38.png,ninety,5,39.png,one hundred six,ninety two two,12,1
20,fifty three,40.png,ninety ninety,8,41.png,eighty,ninety,9,1
21,two hundred sixteen,42.png,eight two two,16,43.png,two hundred sixty one,eight two two two,17,1
22,four hundred twelve,44.png,ninety two two,16,45.png,four hundred twenty one,four eleven two two,11,0
23,six,46.png,eleven,6,47.png,thirteen,ninety,5,0
