,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,thirty thirty thirty,16,1.png,two hundred sixty,thirty thirty thirty,16,0
1,one hundred,2.png,thirty thirty,12,3.png,one thousand,thirty thirty,12,0
2,sixty seven,4.png,thirty thirty,9,5.png,six hundred seventy,thirty thirty thirty,16,1
3,one thousand two,6.png,thirty thirty thirty,17,7.png,one thousand twenty,thirty thirty thirty,17,0
4,twenty one,8.png,three three,8,9.png,two hundred one,thirty thirty thirty,16,1
5,one hundred five,10.png,thirty thirty thirty,17,11.png,one hundred twenty five,thirty thirty thirty <pad>,22,1
6,three hundred five,12.png,thirty thirty <pad>,14,13.png,three hundred fifty,thirty thirty <pad>,14,0
7,forty two,14.png,<pad> <pad>,10,15.png,four hundred two,<pad> <pad> <pad>,16,1
8,five,16.png,thirty,5,17.png,fifteen,sixty,4,0
9,eleven,18.png,sixty,6,19.png,twenty four,<pad> <pad>,11,1
10,two,20.png,thirty,5,21.png,eight,thirty,5,0
11,twenty five,22.png,thirty thirty,8,23.png,four hundred five,thirty <pad> <pad>,14,1
12,sixty two,24.png,thirty thirty,8,25.png,six hundred two,thirty thirty thirty,15,1
13,twenty one,26.png,three three,8,27.png,two hundred ten,thirty thirty thirty,16,1
14,twenty four,28.png,<pad> <pad>,11,29.png,two hundred four,thirty <pad> <pad>,14,1
15,seventeen,30.png,sixty,7,31.png,twenty one,three three,8,1
16,thirty five,32.png,thirty thirty,5,33.png,three hundred five,thirty thirty <pad>,11,1
17,forty seven,34.png,three <pad>,9,35.png,four hundred seventy,<pad> <pad> <pad>,16,1
18,nineteen,36.png,thirty,7,37.png,one hundred nine,thirty thirty thirty,18,1
19,sixteen,38.png,thirty,6,39.png,one hundred six,thirty thirty thirty,18,1
20,fifty three,40.png,thirty thirty,6,41.png,eighty,thirty,9,1
21,two hundred sixteen,42.png,thirty thirty thirty,17,43.png,two hundred sixty one,thirty thirty thirty thirty,22,1
22,four hundred twelve,44.png,<pad> <pad> <pad>,17,45.png,four hundred twenty one,<pad> <pad> <pad> <pad>,20,1
23,six,46.png,thirty,5,47.png,thirteen,sixty,2,0
