,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,sixteen sixteen sixteen,16,1.png,two hundred sixty,sixteen sixteen sixteen,16,0
1,one hundred,2.png,sixteen sixteen,12,3.png,one thousand,sixteen sixteen,12,0
2,sixty seven,4.png,hundred sixteen,11,5.png,six hundred seventy,sixteen sixteen sixteen,14,1
3,one thousand two,6.png,sixteen sixteen sixteen,19,7.png,one thousand twenty,nine sixteen sixteen,15,0
4,twenty one,8.png,sixteen sixteen,11,9.png,two hundred one,sixteen sixteen sixteen,17,1
5,one hundred five,10.png,sixteen sixteen sixteen,17,11.png,one hundred twenty five,sixteen sixteen sixteen sixteen,24,1
6,three hundred five,12.png,nine sixteen sixteen,15,13.png,three hundred fifty,nine sixteen sixteen,15,0
7,forty two,14.png,sixteen two,6,15.png,four hundred two,sixteen sixteen sixteen,20,1
8,five,16.png,nine,2,17.png,fifteen,sixteen,5,1
9,eleven,18.png,four,6,19.png,twenty four,sixteen two,9,1
10,two,20.png,sixteen,6,21.png,eight,hundred,7,1
11,twenty five,22.png,sixteen sixteen,11,23.png,four hundred five,sixteen sixteen sixteen,16,1
12,sixty two,24.png,sixteen sixteen,9,25.png,six hundred two,sixteen sixteen sixteen,17,1
13,twenty one,26.png,sixteen sixteen,11,27.png,two hundred ten,nine sixteen sixteen,16,1
14,twenty four,28.png,sixteen two,10,29.png,two hundred four,sixteen sixteen sixteen,18,1
15,seventeen,30.png,nine,7,31.png,twenty one,sixteen sixteen,8,1
16,thirty five,32.png,two two,9,33.png,three hundred five,nine sixteen sixteen,15,1
17,forty seven,34.png,nine nine,9,35.png,four hundred seventy,sixteen nine sixteen,15,1
18,nineteen,36.png,sixteen,3,37.png,one hundred nine,sixteen sixteen sixteen,16,1
19,sixteen,38.png,sixteen,0,39.png,one hundred six,sixteen sixteen sixteen,16,1
20,fifty three,40.png,nine two,8,41.png,eighty,four,9,1
21,two hundred sixteen,42.png,sixteen sixteen sixteen,12,43.png,two hundred sixty one,sixteen sixteen sixteen sixteen,19,1
22,four hundred twelve,44.png,sixteen nine sixteen,17,45.png,four hundred twenty one,sixteen sixteen sixteen sixteen,25,1
23,six,46.png,hundred,7,47.png,thirteen,nine,3,0
