,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,thirty <start> <start>,17,1.png,two hundred sixty,thirty <start> <start>,17,0
1,one hundred,2.png,<start> <start>,13,3.png,one thousand,thirty <start>,12,0
2,sixty seven,4.png,seven seven,4,5.png,six hundred seventy,thirty <start> <start>,17,1
3,one thousand two,6.png,thirty <start> <start>,17,7.png,one thousand twenty,thirty <start> <start>,17,0
4,twenty one,8.png,seven seven,9,9.png,two hundred one,thirty <start> <start>,18,1
5,one hundred five,10.png,thirty <start> <start>,19,11.png,one hundred twenty five,seven thirty <start> <start>,23,1
6,three hundred five,12.png,seven <start> <start>,17,13.png,three hundred fifty,eleven <start> <start>,18,1
7,forty two,14.png,seven seven,10,15.png,four hundred two,seven <start> <start>,17,1
8,five,16.png,seven,3,17.png,fifteen,seven,3,0
9,eleven,18.png,seven,2,19.png,twenty four,seven seven,6,1
10,two,20.png,seven,5,21.png,eight,seven,5,0
11,twenty five,22.png,seven seven,8,23.png,four hundred five,seven <start> <start>,17,1
12,sixty two,24.png,seven <start>,10,25.png,six hundred two,thirty <start> <start>,17,1
13,twenty one,26.png,seven seven,9,27.png,two hundred ten,thirty <start> <start>,18,1
14,twenty four,28.png,seven seven,10,29.png,two hundred four,seven <start> <start>,16,1
15,seventeen,30.png,seven,4,31.png,twenty one,seven seven,3,0
16,thirty five,32.png,seven <start>,13,33.png,three hundred five,seven <start> <start>,18,1
17,forty seven,34.png,seven seven,5,35.png,four hundred seventy,seven <start> <start>,17,1
18,nineteen,36.png,seven,5,37.png,one hundred nine,thirty <start> <start>,20,1
19,sixteen,38.png,thirty,6,39.png,one hundred six,thirty <start> <start>,20,1
20,fifty three,40.png,seven <start>,10,41.png,eighty,thirty,9,0
21,two hundred sixteen,42.png,thirty <start> <start>,18,43.png,two hundred sixty one,thirty <start> <start> <start>,24,1
22,four hundred twelve,44.png,seven seven four,17,45.png,four hundred twenty one,seven fifteen fifteen fifteen,23,1
23,six,46.png,seven,4,47.png,thirteen,seven,4,0
