,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eight five five,13,1.png,two hundred sixty,eight five five,13,0
1,one hundred,2.png,one five,6,3.png,one thousand,one nine,5,0
2,sixty seven,4.png,one five,8,5.png,six hundred seventy,five five five,11,1
3,one thousand two,6.png,one nine nine,11,7.png,one thousand twenty,one five five,12,1
4,twenty one,8.png,one five,8,9.png,two hundred one,five five five,11,1
5,one hundred five,10.png,five five five,9,11.png,one hundred twenty five,five five five five,12,1
6,three hundred five,12.png,five five five,10,13.png,three hundred fifty,five five five,10,0
7,forty two,14.png,eighteen five,11,15.png,four hundred two,nine five five,13,1
8,five,16.png,nine,2,17.png,fifteen,one,3,1
9,eleven,18.png,one,5,19.png,twenty four,eighteen five,10,1
10,two,20.png,one,3,21.png,eight,nine,4,1
11,twenty five,22.png,five five,6,23.png,four hundred five,nine five five,8,1
12,sixty two,24.png,five five,8,25.png,six hundred two,eight five five,12,1
13,twenty one,26.png,one five,8,27.png,two hundred ten,eight five five,12,1
14,twenty four,28.png,eighteen five,10,29.png,two hundred four,nine five five,11,1
15,seventeen,30.png,one,7,31.png,twenty one,one five,8,1
16,thirty five,32.png,five five,5,33.png,three hundred five,five five five,9,1
17,forty seven,34.png,eighteen five,10,35.png,four hundred seventy,eighteen five five,14,1
18,nineteen,36.png,nine,4,37.png,one hundred nine,one five five,10,1
19,sixteen,38.png,nine,5,39.png,one hundred six,nine five five,12,1
20,fifty three,40.png,five five,7,41.png,eighty,one,10,1
21,two hundred sixteen,42.png,five five five,15,43.png,two hundred sixty one,five five five five,18,1
22,four hundred twelve,44.png,nine five five,14,45.png,four hundred twenty one,eighteen five five five,18,1
23,six,46.png,nine,3,47.png,thirteen,five,3,0
