,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,fifty fifty hundred,14,1.png,two hundred sixty,fifty fifty hundred,14,0
1,one hundred,2.png,fifty fifty,11,3.png,one thousand,<unk> fifty,11,0
2,sixty seven,4.png,eight fifty,9,5.png,six hundred seventy,fifty fifty three,12,1
3,one thousand two,6.png,fifty fifty fifty,16,7.png,one thousand twenty,fifty fifty fifty,16,0
4,twenty one,8.png,eight fifty,10,9.png,two hundred one,fifty fifty hundred,13,1
5,one hundred five,10.png,fifty fifty hundred,16,11.png,one hundred twenty five,eight fifty fifty hundred,21,1
6,three hundred five,12.png,fifty fifty hundred,15,13.png,three hundred fifty,fifty fifty fifty,15,0
7,forty two,14.png,eight eleven,11,15.png,four hundred two,eight fifty fifty,13,1
8,five,16.png,eight,4,17.png,fifteen,eight,4,0
9,eleven,18.png,eight,5,19.png,twenty four,eight fifty,10,1
10,two,20.png,eight,5,21.png,eight,thirteen,7,1
11,twenty five,22.png,fifty fifty,7,23.png,four hundred five,eight fifty fifty,11,1
12,sixty two,24.png,eight fifty,9,25.png,six hundred two,fifty fifty hundred,14,1
13,twenty one,26.png,eight fifty,10,27.png,two hundred ten,fifty fifty fifty,13,1
14,twenty four,28.png,eight fifty,9,29.png,two hundred four,eight fifty fifty,12,1
15,seventeen,30.png,eight,7,31.png,twenty one,eight fifty,10,1
16,thirty five,32.png,fifty fifty,6,33.png,three hundred five,fifty fifty hundred,13,1
17,forty seven,34.png,eight eight,10,35.png,four hundred seventy,eight fifty fifty,13,1
18,nineteen,36.png,eight,6,37.png,one hundred nine,fifty fifty hundred,16,1
19,sixteen,38.png,eight,6,39.png,one hundred six,fifty fifty hundred,16,1
20,fifty three,40.png,fifty fifty,5,41.png,eighty,fifty,6,1
21,two hundred sixteen,42.png,fifty fifty fifty,16,43.png,two hundred sixty one,eight fifty fifty hundred,21,1
22,four hundred twelve,44.png,eight fifty fifty,18,45.png,four hundred twenty one,eight eight fifty fifty,21,1
23,six,46.png,eight,4,47.png,thirteen,eight,4,0
