,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,seventeen six,7,1.png,eight hundred seven,thirteen six six,14,1
1,sixty four,2.png,twelve six,10,3.png,six hundred four,twelve six six,13,1
2,eighty five,4.png,thirteen six,10,5.png,eight hundred fifty,thirteen six six,13,1
3,thirty six,6.png,six six,5,7.png,three hundred six,thirteen six six,7,1
4,twelve,8.png,twelve,0,9.png,twenty two,twelve six,4,1
5,four hundred,10.png,thirteen six,10,11.png,four thousand,thirteen six,10,0
6,seventy six,12.png,twelve six,6,13.png,seven hundred sixty,twelve six six,7,1
7,thirty one,14.png,twelve six,8,15.png,three hundred one,six six six,10,1
8,eighty nine,16.png,thirteen six,10,17.png,eight hundred nine,thirteen six six,13,1
9,three hundred seven,18.png,six six six,16,19.png,three hundred sixty seven,six six six six,16,0
10,thirteen,20.png,twelve,6,21.png,forty two,twelve fifty,10,1
11,five hundred eight,22.png,thirteen six six,15,23.png,five hundred eighty,thirteen six six,15,0
12,two thousand three,24.png,thirteen six six,15,25.png,two thousand thirty,thirteen six six,15,0
13,three hundred six,26.png,thirteen six six,9,27.png,three hundred sixty,thirteen six six,9,0
14,seven,28.png,six,4,29.png,eighteen,seventeen,4,0
15,five,30.png,seventeen,7,31.png,eight,thirteen,6,0
16,five hundred,32.png,thirteen six,11,33.png,five thousand,thirteen six,11,0
17,thirty six,34.png,six six,5,35.png,five hundred nine,thirteen six six,7,1
18,forty two,36.png,twelve fifty,11,37.png,four hundred twenty,thirteen six six,13,1
19,twenty seven,38.png,twelve fifty,8,39.png,two hundred seven,thirteen six six,12,1
20,six hundred eight,40.png,thirteen six six,14,41.png,six hundred fifty eight,six six six six,11,0
21,seventeen,42.png,twelve,7,43.png,twenty eight,thirteen six,9,1
22,five hundred sixty seven,44.png,twelve six six six,17,45.png,five hundred seventy six,twelve six six six,17,0
23,one,46.png,seventeen,7,47.png,nine,six,3,0
