,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,thirteen thirty,13,1.png,eight hundred seven,thirty thirty eleven,16,1
1,sixty four,2.png,six eleven,7,3.png,six hundred four,six eleven eleven,13,1
2,eighty five,4.png,seven eleven,10,5.png,eight hundred fifty,seven fourteen eleven,16,1
3,thirty six,6.png,seven eleven,12,7.png,three hundred six,six fourteen eleven,16,1
4,twelve,8.png,thirty,5,9.png,twenty two,thirty eleven,8,1
5,four hundred,10.png,six eleven,10,11.png,four thousand,six eleven,10,0
6,seventy six,12.png,thirty thirty,10,13.png,seven hundred sixty,thirty eleven eleven,16,1
7,thirty one,14.png,thirty eleven,5,15.png,three hundred one,six eleven eleven,15,1
8,eighty nine,16.png,seven eleven,11,17.png,eight hundred nine,six fourteen fourteen,17,1
9,three hundred seven,18.png,six eleven eleven,13,19.png,three hundred sixty seven,six eleven eleven eleven,16,1
10,thirteen,20.png,thirty,3,21.png,forty two,six eleven,7,1
11,five hundred eight,22.png,fourteen fourteen fourteen,19,23.png,five hundred eighty,fourteen fourteen fourteen,19,0
12,two thousand three,24.png,six eleven eleven,15,25.png,two thousand thirty,six eleven eleven,15,0
13,three hundred six,26.png,six fourteen eleven,17,27.png,three hundred sixty,six fourteen eleven,17,0
14,seven,28.png,six,4,29.png,eighteen,thirteen,6,1
15,five,30.png,thirty,5,31.png,eight,thirteen,6,1
16,five hundred,32.png,six fourteen,9,33.png,five thousand,six eleven,9,0
17,thirty six,34.png,seven eleven,12,35.png,five hundred nine,six fourteen eleven,16,1
18,forty two,36.png,six eleven,10,37.png,four hundred twenty,six eleven eleven,16,1
19,twenty seven,38.png,thirty thirty,9,39.png,two hundred seven,six eleven eleven,11,1
20,six hundred eight,40.png,fourteen fourteen fourteen,21,41.png,six hundred fifty eight,six fourteen eleven eleven,17,0
21,seventeen,42.png,eight,7,43.png,twenty eight,thirty eleven,10,1
22,five hundred sixty seven,44.png,thirty thirty eleven eleven,19,45.png,five hundred seventy six,seven eleven eleven eleven,17,0
23,one,46.png,thirty,6,47.png,nine,seven,4,0
